panel_id,panel_name,panel_date,panel_contact,panel_type
4733,Bridging The Gaps 3 Outlines,13 October 2008,Dr Cora O'Reilly,Panel
4729,ICT Prioritsation Panel (Oct 2008),21 October 2008,Dr Matthew Ball,Panel
4732,Organic Synthetic Chemistry Studentships - Sift,23 October 2008,Dr James Fleming,Panel
4555,Physics Prioritisation Panel Meeting,29 October 2008,Dr Amanda Chmura,Panel
4727,Science and Innovation Awards 5,30 October 2008,Miss Samantha Madden,Panel
4731,Platforms Panel October 2008,30 October 2008,Dr Claire Hinchliffe,Panel
4756,RCUK Science Bridges Awards,10 November 2008,Dr Edward Clarke,Panel
4769,India - UK Advanced Technology Centre Panel,10 November 2008,Dr Pamela Mason,Panel
4739,Engineering Science (Components) Panel,11 November 2008,Dr Matthew Davis,Panel
4753,Engineering Systems Panel,12 November 2008,Dr Sophie Oldham,Panel
4718,Engineering Science (Flow) Panel,13 November 2008,Dr Talit Ghaffar,Panel
4737,SUPERGEN CONSORTIA RENEWALS,14 November 2008,Dr Neil Bateman,Panel
4735,Chemistry Prioritisation Panel November,19 November 2008,Miss Leila Sattary,Panel
4757,Chemistry Programme Grants (November),20 November 2008,Miss Katie Daniel,Panel
4728,Basic Technology Translation Grants (Call 3),20 November 2008,Ms Zoe Brown,Panel
4754,Healthcare Engineering Panel (Eng),25 November 2008,Dr Chloe Heywood,Panel
4755,Engineering Socio-Technical Systems,26 November 2008,Dr Gareth Buchanan,Panel
4740,RCUK Science in Society Awards Panel,27 November 2008,Ms Kerry-Ann Oliver,Panel
4760,Strategic Japanese-UK Cooperative Panel (Tech),27 November 2008,Dr Simon Crook,Panel
4741,ICT Prioritisation Panel (December 2008),01 December 2008,Dr Cora O'Reilly,Panel
4683,Mathematics Prioritisation Panel,03 December 2008,Dr Mark Bambury,Panel
4736,Enhancing Damage Tolerance Panel Meeting,04 December 2008,Dr Sophie Oldham,Panel
4762,Fellowships 2009 Outline Proposals Panel B,05 December 2008,Mrs Tanya Cottrell,Panel
4761,Fellowships 2009 Outline Proposals Panel A,05 December 2008,Mrs Gill Stephens,Panel
4776,Energy Equity and Security,09 December 2008,Dr Neil Bateman,Panel
4758,Materials Prioritisation Panel 9th Dec,09 December 2008,Dr Nicolas Guernion,Panel
4763,Fellowships 2009 Outline Proposals Panel C,09 December 2008,Mrs Cheryl Curtis,Panel
4712,HPCx Complementary Capability Challenge,10 December 2008,Dr Dai Jenkins,Panel
4764,Fellowships 2009 Outline Proposals Panel D,11 December 2008,Mrs Karen McKinna,Panel
4765,Fellowships 2009 Outline Proposals Panel E,11 December 2008,Mrs Sheila Baird,Panel
4777,EPSRC/NPL Post-Doctoral Research Partnerships,12 December 2008,Mr Robert Heathman,Panel
4766,Fellowships 2009 Outline Proposals Panel F,12 December 2008,Miss Claire Moger,Panel
4767,Fellowships 2009 Outline Proposals Panel G,12 December 2008,Mrs Veronica Green,Panel
4771,Organic Synthetic Chemistry Studentships Panel,15 December 2008,Dr James Fleming,Panel
4687,Programme Outline Batch Meeting Dec 2008,15 December 2008,Mrs Anne Farrow,Panel
4667,Platform Outline Batch Meeting Dec 2008,15 December 2008,Dr Talit Ghaffar,Panel
4772,Chemistry Prioritisation Panel January,20 January 2009,Mr Martin Sweet,Panel
4789,Digital Economy Research Hubs,20 January 2009,Dr Pamela Mason,Panel
4742,ICT Prioritisation Panel (January 2009),29 January 2009,Dr Matthew Ball,Panel
4803,EPSRC/NPL Postdoctoral Research,29 January 2009,Mr Robert Heathman,Panel
4780,DSTL/EPSRC Signal Processing Outline,30 January 2009,Dr Andrew Lawrence,Panel
4730,Physics Prioritisation Panel Meeting ,30 January 2009,Dr Jonathan Williams,Panel
4783,Engineering Science (Components) Panel,03 February 2009,Dr Louise Tillman,Panel
4770,Engineering Systems Panel,04 February 2009,Dr Derek Gillespie,Panel
4785,Engineering Science (Flow) Panel,05 February 2009,Dr Tracy Hanlon,Panel
4689,Programme Outline Batch Meeting Feb 2009,09 February 2009,Mrs Anne Farrow,Panel
4782,Healthcare Engineering Panel (Eng) ,10 February 2009,Dr Chloe Heywood,Panel
4797,NGS/OMII Panel Meeting (TECH),10 February 2009,Dr Sarah Fulford,Panel
4791,Postdoctoral Fellowships Physics Sift 2008/2009,10 February 2009,Dr Jonathan Williams,PanelFellowshipV2
4790,Materials Prioritisation Panel  (Feb 2009),12 February 2009,Dr Natalie Stear,Panel
4778,Maths Postdoctoral Research Fellowships 2008/2009,12 February 2009,Mrs Janet Edwards,PanelFellowshipV2
4792,Postdoc Fellowships 2009 in Comp. Science - Sift,13 February 2009,Dr Claire Hinchliffe,PanelFellowshipV2
4668,Platform Outline Batch Meeting Feb 2009,16 February 2009,Dr Talit Ghaffar,Panel
4781,Next Generation Facility User Panel 2008,17 February 2009,Dr Dai Jenkins,Panel
4812,Engineering Socio-Technical Systems Panel,17 February 2009,Dr Sophie Oldham,Panel
4793,LSI Postdoctoral Fellowships 2009 - Sift Panel,18 February 2009,Miss Samantha Madden,PanelFellowshipV2
4807,Thermal Management Prioritisation Meeting,23 February 2009,Dr David Holtum,Panel
4811,Energy & International Development 2,24 February 2009,Dr Neil Bateman,Panel
4809,Nanotechnology Grand Challenges Healthcare,26 February 2009,Ms Linda Sayers,Panel
4815,Digital Economy Research Hubs Interviews,26 February 2009,Dr Pamela Mason,Panel
4768,Bridging the Gaps 3 - Interviews,03 March 2009,Dr Katie Finch,Panel
4814,Energy Challenges for Complexity Science,03 March 2009,Dr Gavin Salisbury,Panel
4808,Materials Programme Grants,03 March 2009,Mrs Anne Farrow,Panel
4819,ICT Prioritisation Panel (March 09),04 March 2009,Dr Andrew Lawrence,Panel
4816,Carbon Capture and Storage Panel,05 March 2009,Miss Jacqui Williams,Panel
4774,Mathematics Prioritisation Panel,05 March 2009,Mrs Janet Edwards,Panel
4821,ICT Programme Grants,05 March 2009,Dr Claire Hinchliffe,Panel
4779,Adaptation and Resilience to a Changing Climate,06 March 2009,Dr David Holtum,Panel
4795,Postdoctoral Fellowships Interview Panel Physics,06 March 2009,Dr Jonathan Williams,PanelFellowshipV2
4805,Mathematics Programme Grants,06 March 2009,Dr Mark Bambury,Panel
4773,Chemistry Prioritisation Panel March,10 March 2009,Dr Amanda Chmura,Panel
4832,LSI Postdoctoral Fellowships 2009 - Interviews,10 March 2009,Miss Samantha Madden,PanelFellowshipV2
4826,Postdoc. Fellowships Interviews - Computer Science,11 March 2009,Dr Claire Hinchliffe,PanelFellowshipV2
4813,Collaborative Research with China Panel Meeting,11 March 2009,Miss Hayley Dash,Panel
4810,HPC Software Development ,17 March 2009,Dr Emma Jones,Panel
4825,Maths Postdoctoral Fellowships Interview Panel,17 March 2009,Mrs Janet Edwards,PanelFellowshipV2
4829,RA Eng Sift Panel,17 March 2009,Dr Emma King,PanelFellowshipV2
4804,Partnerships for Public Engagement Call  13,18 March 2009,Dr Katherine Miller,Panel
4818,Platforms Panel March 2009,25 March 2009,Dr Talit Ghaffar,Panel
4835,Engineering Science (Components) Panel,14 April 2009,Dr Matthew Davis,Panel
4678,Platform Outline Batch Meeting April 2009,15 April 2009,Dr Talit Ghaffar,Panel
4684,Programme Outline Batch Meeting April 2009,15 April 2009,Mrs Anne Farrow,Panel
4847,RAEng/EPSRC Research Fellowship Interview panel,15 April 2009,Dr Emma King,PanelFellowshipV2
4840,Engineering Systems Panel ,15 April 2009,Miss Susan Soulsby,Panel
4817,Engineering Science (Flow) Panel,16 April 2009,Dr Talit Ghaffar,Panel
4842,Challenging Engineering Outlines 2009,17 April 2009,Miss Susan Soulsby,Panel
4828,Healthcare Engineering Panel,21 April 2009,Dr Prabhat Sakya,Panel
4841,Engineering Socio-Technical Systems Panel,22 April 2009,Dr Carmine Ruggiero,Panel
4784,Engineering Programme Grants Interview  Panel,23 April 2009,Mrs Anne Farrow,Panel
4820,ICT Prioritisation Panel (April 09),24 April 2009,Dr Andrew Lawrence,Panel
4844,DSTL-EPSRC Signal Processing,28 April 2009,Dr Andrew Lawrence,Panel
4786,Physics Prioritisation Panel Meeting,29 April 2009,Mrs Katherine Rooke,Panel
4822,Materials Prioritisation Panel ,30 April 2009,Dr Katie Blaney,Panel
4834,Visiting Panel - University of Salford,30 April 2009,Dr Pamela Mason,Panel
4843,Follow on Fund 6 Panel (TECH),01 May 2009,Mr David Mahoney,Panel
4830,Integrated Knowledge Centres Pilot (CP2),01 May 2009,Mr Robert Heathman,Panel
4831,Chemistry Prioritisation Panel May,06 May 2009,Dr Claire Higlett,Panel
4848,Innovative Manufacturing Res Centres - Outlines  ,11 May 2009,Mrs Anne Farrow,Panel
4850,CDT Mathematical Sciences Outline,15 May 2009,Dr Mark Bambury,Panel
4851,Platforms Panel May 2009,19 May 2009,Ms Alexandra Peden,Panel
4845,Physical Sciences Programme Grants - May,20 May 2009,Dr Amanda Chmura,Panel
4823,Senior Media Fellowships 2009,21 May 2009,Dr Katherine Miller,PanelFellowshipV2
4833,Drug Discovery,28 May 2009,Ms Zoe Brown,Panel
4853,UK/China Nanospintronics,01 June 2009,Dr Jonathan Williams,Panel
4839,ICT Prioritisation Panel (June 09),02 June 2009,Dr Cora O'Reilly,Panel
4824,Mathematics Prioritisation Panel June 2009,03 June 2009,Dr Caterina Mora,Panel
4849,"Engineering Med, Mech and Mat Panel",04 June 2009,Dr Chloe Heywood,Panel
4801,Fellowships 2009 Interview - Panel  E,08 June 2009,Mrs Sheila Baird,PanelFellowshipV2
4799,Fellowships 2009 Interview - Panel  B,08 June 2009,Mrs Tanya Cottrell,PanelFellowshipV2
4690,Programme Outline Batch Meeting June 2009,09 June 2009,Mrs Anne Farrow,Panel
4852,Basic Technology Translation Grants Call 4,09 June 2009,Ms Zoe Brown,Panel
4679,Platform Outline Batch Meeting June 2009,09 June 2009,Dr Talit Ghaffar,Panel
4800,Fellowships 2009 Interview - Panel  D,10 June 2009,Mrs Karen McKinna,PanelFellowshipV2
4798,Fellowships 2009 Interview - Panel  C,10 June 2009,Mrs Cheryl Curtis,PanelFellowshipV2
4794,Fellowships 2009 Interview - Panel  A,11 June 2009,Mrs Gill Stephens,PanelFellowshipV2
4802,Fellowships 2009 Interview - Panel  F,16 June 2009,Miss Claire Moger,PanelFellowshipV2
4846,Process Environment and Sustainability,16 June 2009,Mrs Anne Farrow,Panel
4796,Fellowships 2009 Interview - Panel  G,16 June 2009,Mrs Veronica Green,PanelFellowshipV2
4861,Rolls-Royce Strategic Partnership Interview,24 June 2009,Dr Simon Crook,Panel
4838,Physical Sciences Panel - Chemistry,30 June 2009,Mr Martin Sweet,Panel
4837,Physical Sciences Panel - Physics,01 July 2009,Dr Jonathan Williams,Panel
4865,Fellowships 2009 Final Allocation Panel,01 July 2009,Dr Anne-Louise Holloway,PanelFellowshipV2
4836,Physical Sciences Panel - Materials,01 July 2009,Dr Nicolas Guernion,Panel
4854,ICT Prioritisation Panel (July 09),14 July 2009,Dr Matthew Ball,Panel
4863,ICT Programme Grants (July 09),15 July 2009,Dr Claire Hinchliffe,Panel
4869,Software Sustainability Outline Sift Panel,16 July 2009,Dr Sarah Fulford,Panel
4866,"Mats, Mech and Med Engineering",21 July 2009,Dr Derek Gillespie,Panel
4858,Platform Panel July 09,29 July 2009,Dr Claire Hinchliffe,Panel
4875,Challenging Engineering Interview Panel,12 August 2009,Miss Susan Soulsby,Panel
4680,Platform Outline Batch Meeting Aug 2009,13 August 2009,Dr Talit Ghaffar,Panel
4691,Programme Outline Batch Meeting Aug 2009,13 August 2009,Mrs Anne Farrow,Panel
4878,EPSRC-NPL Postdoctoral Research Partnerships,25 August 2009,Mr Robert Heathman,Panel
4870,ICT Prioritisation Panel (Sept 09),02 September 2009,Dr Sharon Burns,Panel
4855,Mathematics Prioritisation Panel Sept 3rd 2009,03 September 2009,Dr Mark Bambury,Panel
4881,Nanotechnology GC3 - Environment,07 September 2009,Dr Nicola Goldberg,Panel
4871,"Materials, Mechanical and Medical Engineering",08 September 2009,Dr Carmine Ruggiero,Panel
4877,Process Environment and Sustainability (PES),09 September 2009,Dr Talit Ghaffar,Panel
4886,Cross-Disciplinary Feasibility Account,11 September 2009,Dr Katie Finch,Panel
4872,Energy - Low Carbon Shipping,22 September 2009,Mr Nick Cook,Panel
4898,Doctoral Training Ctre in Materials & Enteprise  ,28 September 2009,Dr Sophie Oldham,Panel
4874,ICT Prioritisation Panel (Oct 09),30 September 2009,Dr Katie Blaney,Panel
4859,Physical Sciences Panel - Chemistry,01 October 2009,Miss Clare Bumphrey,Panel
4912,Bright Idea Awards - The Big Pitch,02 October 2009,Dr Derek Gillespie,Panel
4857,Physical Sciences Panel- Physics,02 October 2009,Mrs Katherine Rooke,Panel
4856,Physical Sciences Panel - Materials,02 October 2009,Ms Alexandra Peden,Panel
4879,Digital Economy Research in the Wild,12 October 2009,Dr Pamela Mason,Panel
4897,Low Carbon Vehicles Outlines Panel,12 October 2009,Dr Richard Bailey,Panel
4882,SUPERGEN 4 Renewals Interview Panel,16 October 2009,Dr Neil Bateman,Panel
4894,Platform Outline Batch Meeting Oct 09,20 October 2009,Dr Talit Ghaffar,Panel
4895,Programme Outline Batch Meeting Oct 09,20 October 2009,Mrs Anne Farrow,Panel
4892,Follow On Fund 7,21 October 2009,Mr David Mahoney,Panel
4904,NPL Post Doctoral Research Partnerships Interviews,22 October 2009,Mr Robert Heathman,Panel
4887,CDT for Mathematical Sciences,22 October 2009,Dr Mark Bambury,Panel
4873,PES Programme Grants Interview Panel,22 October 2009,Mrs Anne Farrow,Panel
4876,M3E Programme Grants Interview Panel,23 October 2009,Dr Derek Gillespie,Panel
4899,Strategic Japan-UK Cooperative Programme 2nd Call,23 October 2009,Dr Jonathan Williams,Panel
4919,Bridging the Gaps - Sift,26 October 2009,Miss Samantha Madden,Panel
4888,Grand Challenges Panel,27 October 2009,Dr Claire Higlett,Panel
4884,"Materials, Mechanical, Medical Engineering ",27 October 2009,Dr Sophie Oldham,Panel
4903,Transforming Energy Demand through Digital innov,30 October 2009,Dr David Holtum,Panel
4867,Physical Sciences Programme Grants Panel,10 November 2009,Ms Alexandra Peden,Panel
4920,Complexity Science in the Real World,11 November 2009,Dr Gavin Salisbury,Panel
4924,Organic Synthetic Chemistry Studentships 2009,16 November 2009,Dr Gareth Buchanan,Panel
4889,ICT Prioritisation Panel (Nov 09),20 November 2009,Dr Cora O'Reilly,Panel
4896,Platform Grant Panel Meeting Nov 09,24 November 2009,Miss Katie Daniel,Panel
4929,Nuclear Fission Outline Panel,24 November 2009,Miss Samantha Riches,Panel
4890,Process Environment and Sustainability Panel,26 November 2009,Dr Tracy Hanlon,Panel
4927,Towards a Sustainable Urban Environment- Outlines ,30 November 2009,Dr Caroline Batchelor,Panel
4905,Fellowships 2010 Outline Proposals Panel A,30 November 2009,Dr Louise Tillman,Panel
4906,Fellowships 2010 Outline Proposals Panel B,01 December 2009,Dr Mark Bambury,Panel
4921,Physical Sciences Panel - Chemistry,01 December 2009,Dr Gareth Buchanan,Panel
4900,Physical Sciences Panel- Physics,02 December 2009,Mr Martin Sweet,Panel
4893,Physical Sciences Panel - Materials,02 December 2009,Dr Natalie Stear,Panel
4891,Mathematics Prioritisation Panel ,03 December 2009,Dr Vivienne Blackstone,Panel
4937,Programme Grant Outline Meeting,08 December 2009,Mrs Anne Farrow,Panel
4907,Fellowships 2010 Outline Proposals Panel C,08 December 2009,Dr Anne-Louise Holloway,Panel
4936,Platform Grant Outline Meeting,08 December 2009,Dr Talit Ghaffar,Panel
4934,Designing Effective Research Spaces,08 December 2009,Dr Richard Bailey,Panel
4908,Fellowships 2010 Outline Proposals Panel D,09 December 2009,Ms Alexandra Peden,Panel
4923,IMRC Interview Panel,09 December 2009,Mrs Anne Farrow,Panel
4909,Fellowships 2010 Outline Proposals Panel E,10 December 2009,Ms Zoe Brown,Panel
4910,Fellowships 2010 Outline Proposals Panel F,10 December 2009,Dr Andrew Lawrence,Panel
4911,Fellowships 2010 Outline Proposals Panel G,11 December 2009,Dr Talit Ghaffar,Panel
4862,PDF Mathematical Sciences Sift Panel,14 December 2009,Dr Mark Bambury,PanelFellowshipV2
4917,ICT Prioritisation Panel (Dec 09),15 December 2009,Dr Andrew Lawrence,Panel
4916,PDF Computer Science Sift Panel ,16 December 2009,Dr Sharon Burns,PanelFellowshipV2
4930,"Material, Mechanical & Medical Engineering Panel",16 December 2009,Dr Stephen Kemp,Panel
4915,PDRF CDIP Sift Panel,17 December 2009,Ms Zoe Brown,PanelFellowshipV2
4913,PDRF PHYSICS Sift Panel,21 December 2009,Mrs Katherine Rooke,PanelFellowshipV2
4938,Organic Synthesis Studentship Full Panel,12 January 2010,Dr Gareth Buchanan,Panel
4939,PDRF Computer Science Interview Panel,26 January 2010,Dr Sharon Burns,PanelFellowshipV2
4944,PDRF Mathematical Sciences Interview Panel,26 January 2010,Dr Caterina Mora,PanelFellowshipV2
4918,PDRF Physics Interview Panel,26 January 2010,Mrs Katherine Rooke,PanelFellowshipV2
4945,PDRF CDIP Interview Panel,27 January 2010,Ms Zoe Brown,PanelFellowshipV2
4926,Digital Economy - Research in the Wild,27 January 2010,Dr Helen Bailey,Panel
4951,India UK Solar Energy Panel Meeting,29 January 2010,Dr Neil Bateman,Panel
4953,HECToR Capability Challenge,02 February 2010,Dr Susie Douglas,Panel
4933,ICT Prioritisation Panel (Feb 10),02 February 2010,Dr Matthew Ball,Panel
4955,ICT Programme Grants Interview Panel,03 February 2010,Dr Katie Blaney,Panel
4942,Software Sustainability Interview Panel 2010,04 February 2010,Dr Susie Douglas,Panel
4946,"Materials, Mechanical & Medical Engineering Panel",09 February 2010,Miss Susan Soulsby,Panel
4958,Programme Grant Outlines,10 February 2010,Mrs Anne Farrow,Panel
4925,Process Environment and Sustainability (PES),10 February 2010,Dr Matthew Davis,Panel
4957,Platform Grant Outline ,10 February 2010,Dr Talit Ghaffar,Panel
4941,Engineering Challenges in Synthetic Biology,12 February 2010,Dr Ben Rendell,Panel
4952,Basic Tech Translation Grants Call 5 Panel,16 February 2010,Ms Zoe Brown,Panel
4962,PPE Starter Grants Call 1,18 February 2010,Dr Katherine Miller,Panel
4928,Bridging the Gaps Call 4 Interview Panel,22 February 2010,Miss Samantha Madden,Panel
4935,Physical Sciences Panel - Chemistry,24 February 2010,Dr Claire Higlett,Panel
4901,Physical Sciences Panel - Physics,25 February 2010,Dr Jonathan Williams,Panel
4914,Drug Discovery Full Proposal Panel,25 February 2010,Ms Zoe Brown,Panel
4931,Physical Sciences Panel - Materials,25 February 2010,Dr Nicolas Guernion,Panel
4970,Engineering Programme Grant Interview Panel ,02 March 2010,Dr Derek Gillespie,Panel
4966,Nanotechnology GC3,03 March 2010,Dr Nicola Goldberg,Panel
4922,Mathematics Prioritisation Panel,04 March 2010,Dr Caterina Mora,Panel
4949,Low Carbon Vehicles Panel Meeting,08 March 2010,Dr Duncan Shermer,Panel
4965,Partnerships for Public Engagement 14th Call,09 March 2010,Dr Katherine Miller,Panel
4985,Programme Outline Batch Meeting,09 March 2010,Miss Katie Daniel,Panel
4950,Royal Acad of Eng/EPSRC Research Fellowships Panel,10 March 2010,Dr Carmine Ruggiero,PanelFellowshipV2
4959,Nuclear Fission Consortia - Interview Panel,11 March 2010,Miss Samantha Riches,Panel
4943,ICT Prioritisation Panel (March 10),16 March 2010,Dr Sharon Burns,Panel
4947,Healthcare Partnerships,16 March 2010,Ms Linda Sayers,Panel
4948,IKC Review Panel ,17 March 2010,Mr Robert Heathman,Panel
4973,Transforming Energy Demand Through Digital Innov,17 March 2010,Dr David Holtum,Panel
4954,People Energy and Buildings,18 March 2010,Dr David Holtum,Panel
4981,Novel Technologies for Stem Cell Science Panel,22 March 2010,Dr Amanda Chmura,Panel
4956,Platform Panel Meeting ,24 March 2010,Dr Stephen Kemp,Panel
4967,"Materials, Mechanical & Medical Engineering Panel",13 April 2010,Dr Chloe Heywood,Panel
4991,Royal Acad Eng/EPSRC Resch Fellowships Interviews,14 April 2010,Dr Carmine Ruggiero,PanelFellowshipV2
4974,Platform Grant Outline Panel ,16 April 2010,Dr Talit Ghaffar,Panel
4975,Programme Grant Outline Meeting,16 April 2010,Miss Katie Daniel,Panel
4963,Process Environment & Sustainability Panel,22 April 2010,Dr Duncan Shermer,Panel
4989,Innovation Knowledge Centres Panel - Outlines,27 April 2010,Mr Robert Heathman,Panel
4980,Digital Economy - Research in The Wild 3,27 April 2010,Dr Helen Bailey,Panel
4983,Follow On Fund 8,29 April 2010,Mr David Mahoney,Panel
4990,Big Pitch - Chemistry and Beyond,30 April 2010,Mrs Cheryl Curtis,Panel
4987,Physical Sciences Panel - Chemistry,04 May 2010,Mr Martin Sweet,Panel
4902,Physical Sciences Panel- Physics,05 May 2010,Mrs Katherine Rooke,Panel
4969,Physical Sciences Panel - Materials,05 May 2010,Ms Alexandra Peden,Panel
4960,ICT Prioritisation Panel (May 10),11 May 2010,Dr Thomas Headen,Panel
4992,Mathematics Prioritisation Panel May 2010,12 May 2010,Dr Vivienne Blackstone,Panel
5000,Towards a Sustainable Urban Environment Interviews,13 May 2010,Dr Caroline Batchelor,Panel
4984,Physical Sciences Programme Grant Panel,13 May 2010,Miss Katie Daniel,Panel
4997,Research Complex at Harwell Panel,13 May 2010,Dr Stephanie Lewis,Panel
4964,Senior Media Fellowships 2010,17 May 2010,Dr Joanna Coleman,PanelFellowshipV2
4995,PPE Starter Grants Call 2,17 May 2010,Dr Caterina Mora,Panel
4996,"Materials, Mechanical and Medical Engineering ",19 May 2010,Dr Derek Gillespie,Panel
5008,EPSRC Fellowships 2010 Interview Panel D,02 June 2010,Ms Alexandra Peden,PanelFellowshipV2
4994,EPSRC Fellowships 2010 Interview Panel E,02 June 2010,Mr Martin Sweet,PanelFellowshipV2
5003,EPSRC Fellowships 2010 Interview Panel C,02 June 2010,Dr Jonathan Williams,PanelFellowshipV2
4971,EPSRC Fellowships 2010 Interview Panel F,09 June 2010,Dr Sharon Burns,PanelFellowshipV2
4988,EPSRC Fellowships 2010 Interview Panel B,09 June 2010,Dr Caterina Mora,PanelFellowshipV2
4982,EPSRC Fellowships 2010 Interview Panel A,09 June 2010,Miss Susan Soulsby,PanelFellowshipV2
4968,EPSRC Fellowships 2010 Interview Panel G,09 June 2010,Dr Talit Ghaffar,PanelFellowshipV2
5011,Railway Capacity Call Interview Panel,14 June 2010,Dr Duncan Shermer,Panel
4976,Platform Grant Outline Meeting ,18 June 2010,Dr Talit Ghaffar,Panel
4977,Programme Grant Outline Panel,18 June 2010,Miss Katie Daniel,Panel
5018,Creativity in Composites Engineering Outlines,28 June 2010,Dr Sophie Oldham,Panel
4979,"Process, Environment and Sustainability",07 July 2010,Dr Tracy Hanlon,Panel
5001,Physical Sciences Panel - Chemistry,07 July 2010,Miss Clare Bumphrey,Panel
5012,Physical Sciences - Physics,08 July 2010,Dr Cora O'Reilly,Panel
4999,Physical Sciences - Materials,08 July 2010,Dr Natalie Stear,Panel
4993,ICT Prioritisation Panel (July 2010),13 July 2010,Dr Andrew Lawrence,Panel
5002,"Materials, Mechanical and Medical Engineering",22 July 2010,Dr Sophie Oldham,Panel
5013,Platform Outline Meeting,26 July 2010,Dr Talit Ghaffar,Panel
5014,Programme Outline Meeting,26 July 2010,Miss Katie Daniel,Panel
5026,IMRC Outline Panel,03 August 2010,Mrs Anne Farrow,Panel
5039,Mathematical Sciences Platform Grant Panel,18 August 2010,Mr Eric Dougherty,Panel
5029,Cross-Disciplinary Feasibility Account 2010,26 August 2010,Dr Stephanie Lewis,Panel
5021,Physical Sciences Panel - Chemistry,01 September 2010,Dr Claire Higlett,Panel
5020,Physical Sciences - Materials,02 September 2010,Dr Nicolas Guernion,Panel
5037,Cross-Disciplinary Research Landscape Awards,02 September 2010,Dr Neil Bateman,Panel
5028,Physical Sciences - Physics,02 September 2010,Miss Amanda Howes,Panel
5030,UK- China Res Projects in Carbon Capture/Storage,03 September 2010,Miss Jacqui Williams,Panel
4998,ICT Prioritisation Panel (Sept 2010),07 September 2010,Dr Matthew Ball,Panel
5016,ICT Programme Grants Interview Panel,08 September 2010,Dr Katie Blaney,Panel
5019,Mathematics Prioritisation Panel,09 September 2010,Mr Eric Dougherty,Panel
5025,M3E/PES Programme Grant Interview Panel ,10 September 2010,Dr Derek Gillespie,Panel
5015,Physical Sciences Programme Grants Interview Panel,13 September 2010,Ms Alexandra Peden,Panel
5004,"Materials, Mechanical and Medical Engineering",14 September 2010,Dr Stephen Kemp,Panel
5007,"Process, Environment and Sustainability",15 September 2010,Dr Talit Ghaffar,Panel
5017,Platform Grant Meeting,16 September 2010,Dr Talit Ghaffar,Panel
5041,Mathematics Underpinning Digital Economy and Energ,21 September 2010,Dr Vivienne Blackstone,Panel
5043,IKC (3rd Call) Interview Panel ,23 September 2010,Mr Robert Heathman,Panel
5038,Centre for Doctoral Training in NDE,24 September 2010,Dr Claire Tansley,Panel
5051,Wave Tank Facility Panel,29 September 2010,Dr Neil Bateman,Panel
5027,NSF/EPSRC Chemistry Proposals 2009,30 September 2010,Miss Clare Bumphrey,Panel
5057,Challenging Engineering M3E 2010,05 October 2010,Miss Susan Soulsby,Panel
5055, Challenging Engineering ICT 2010,05 October 2010,Dr Thomas Headen,Panel
5056,Challenging Engineering PES 2010,05 October 2010,Dr Caroline Batchelor,Panel
5035,SUPERGEN Networks Hub Interview Panel,06 October 2010,Dr Neil Bateman,Panel
5054,ICT Centres for Doctoral Training,07 October 2010,Dr Matthew Ball,Panel
5053,China Energy,08 October 2010,Miss Samantha Riches,Panel
5063,Programme Grant Outlines,12 October 2010,Miss Katie Daniel,Panel
5064,Platform Grant Outlines,12 October 2010,Dr Talit Ghaffar,Panel
5009,ICT Prioritisation Panel (Oct 2010),13 October 2010,Dr Christina Turner,Panel
5066,PPE Starter Grants Call 3,19 October 2010,Dr Caterina Mora,Panel
5060,Follow On Fund 9,20 October 2010,Mr David Mahoney,Panel
5067,Engineering Doctorate Training in Manufacturing En,21 October 2010,Dr Derek Gillespie,Panel
1-3UL-4950,"Materials, Mechanical and Medical Engineering",03 November 2010,,NGBOPanel
1-3UL-4998,Fellowships 2011 Outline Proposals Panel  A,08 November 2010,"Mora, Caterina",NGBOPanel
1-3UL-4988,Fellowships 2011 Outline Proposals Panel B,09 November 2010,"Buchanan, Gareth",NGBOPanel
1-3UL-4987,Fellowships 2011 Outline Proposals Panel C,10 November 2010,"Williams, Jonathan",NGBOPanel
1-3UP-13,ICT Centres for Doctoral Training Comp S Interview,12 November 2010,"Headen, Thomas",NGBOPanel
1-3UP-1,Fellowships 2011 Outline Proposals Panel D,12 November 2010,"Ghaffar, Talit",NGBOPanel
1-3UP-12,ICT Centres for Doctoral Training Comms Interviews,12 November 2010,"Ball, Matthew",NGBOPanel
1-3UP-19,TSB Trusted Services,12 November 2010,,NGBOPanel
1-3UL-4989,Fellowships 2011 Outline Proposals Panel E,15 November 2010,"Higlett, Claire",NGBOPanel
1-3UL-4985,Fellowships 2011 Outline Proposals Panel F,16 November 2010,"Lawrence, Andrew",NGBOPanel
1-3UL-4967,Research Complex at Harwell Interview Panel,17 November 2010,"Lewis, Stephanie",NGBOPanel
1-3UL-4991,Fellowships 2011 Outline Proposals Panel G,18 November 2010,"Soulsby, Susan",NGBOPanel
1-3UP-10,DTC Cross Disciplinary Renewals Panel,18 November 2010,"Bateman, Neil",NGBOPanel
1-3UP-5,Healthcare Partnerships,23 November 2010,"Sayers, Linda",NGBOPanel
1-3UL-4997,Mathematics Responsive Mode Prioritisation Panel,24 November 2010,"Blackstone, Vivienne",NGBOPanel
1-3UL-4974,Process Environment and Sustainability,25 November 2010,"Cook, Nick",NGBOPanel
1-3UP-11,Grand Transport Challenge: Energy Storage,26 November 2010,"Cook, Nick",NGBOPanel
