panel_id,panel_type,name,organisation,position
4833,Panel,Professor JM Williams,University of Bath,Panel Chairperson
4833,Panel,Dr P Beswick,,Panel Member
4833,Panel,Professor S Farrow,Cancer Research Technology,Panel Member
4833,Panel,Professor HC Hailes,UCL,Panel Member
4833,Panel,Dr S Macdonald,GlaxoSmithKline plc (GSK),Panel Member
4833,Panel,Dr M Swarbrick,Cancer Research Technology,Panel Member
4833,Panel,Ms Zoe Brown,Engineering and Physical Sciences Research Council,Panel Contact
4853,Panel,Professor RW Hardeman,Department for the Economy (NI),Panel Chairperson
4853,Panel,Professor DA Allwood,University of Sheffield,Panel Member
4853,Panel,Dr EW Hill,"University of Manchester, The",Panel Member
4853,Panel,Dr A Umerski,Open University,Panel Member
4853,Panel,Dr Jonathan Williams,Engineering and Physical Sciences Research Council,Panel Contact
4839,Panel,Professor L Hanzo,University of Southampton,Panel Chairperson
4839,Panel,Professor U Aickelin,University of Melbourne,Panel Member
4839,Panel,Professor M Bloj,University of Bradford,Panel Member
4839,Panel,Professor P Brna,University of Edinburgh,Panel Member
4839,Panel,Dr N Gold,UCL,Panel Member
4839,Panel,Professor M Hopkinson,University of Sheffield,Panel Member
4839,Panel,Professor AM Pitts,University of Cambridge,Panel Member
4839,Panel,Professor D Stanton Fraser,University of Bath,Panel Member
4839,Panel,Dr JI Tait,johntait.net Ltd.,Panel Member
4839,Panel,Dr I Thayne,University of Glasgow,Panel Member
4839,Panel,Professor RF Woods,Queen's University of Belfast,Panel Member
4839,Panel,Professor F Zheng,University of York,Panel Member
4839,Panel,Dr Cora O'Reilly,Engineering and Physical Sciences Research Council,Panel Contact
4824,Panel,Professor U Tillmann,University of Oxford,Panel Chairperson
4824,Panel,Professor D Duncan,Heriot-Watt University,Panel Member
4824,Panel,Professor S Gilmour,Kings College London,Panel Member
4824,Panel,Professor RG Halburd,UCL,Panel Member
4824,Panel,Professor D Higham,University of Edinburgh,Panel Member
4824,Panel,Professor NA Hill,University of Glasgow,Panel Member
4824,Panel,Professor JR Hunton,"Durham, University of",Panel Member
4824,Panel,Professor A Letchford,Lancaster University,Panel Member
4824,Panel,Professor T Zhang,"University of Manchester, The",Panel Member
4824,Panel,Dr Caterina Mora,Engineering and Physical Sciences Research Council,Panel Contact
4849,Panel,Professor B Drinkwater,University of Bristol,Panel Chairperson
4849,Panel,Professor K Badcock,"Royal Holloway, Univ of London",Panel Member
4849,Panel,Dr A Baidak,Hexcel Composites Ltd,Panel Member
4849,Panel,Professor H Byrne,University of Oxford,Panel Member
4849,Panel,Professor PD Cousins,"University of Manchester, The",Panel Member
4849,Panel,Professor J Dai,Kings College London,Panel Member
4849,Panel,Professor D Hand,Heriot-Watt University,Panel Member
4849,Panel,Professor C Holt,Cardiff University,Panel Member
4849,Panel,Professor YW Lam,University of Salford,Panel Member
4849,Panel,Professor IC Parmee,University of the West of England,Panel Member
4849,Panel,Dr Chloe Heywood,Engineering and Physical Sciences Research Council,Panel Contact
4801,PanelFellowshipV2,Professor W Powrie,University of Southampton,Panel Chairperson
4801,PanelFellowshipV2,Professor M Brouard,University of Oxford,Panel Member
4801,PanelFellowshipV2,Professor ADR Phelps,University of Strathclyde,Panel Member
4801,PanelFellowshipV2,Professor WM Rainforth,University of Sheffield,Panel Member
4801,PanelFellowshipV2,Mrs Sheila Baird,Engineering and Physical Sciences Research Council,Panel Contact
4799,PanelFellowshipV2,Professor KT Grattan,"City, University of London",Panel Chairperson
4799,PanelFellowshipV2,Professor PN Bartlett,University of Southampton,Panel Member
4799,PanelFellowshipV2,Professor J Levesley,University of Leicester,Panel Member
4799,PanelFellowshipV2,Professor DM Whittaker,University of Sheffield,Panel Member
4799,PanelFellowshipV2,Mrs Tanya Cottrell,Engineering and Physical Sciences Research Council,Panel Contact
4690,Panel,Mrs A Farrow,EPSRC,Panel Chairperson
4690,Panel,Dr K Blaney,EPSRC,Panel Member
4690,Panel,Dr AJ Chmura,EPSRC,Panel Member
4690,Panel,Dr S Crook,EPSRC,Panel Member
4690,Panel,Miss K Daniel,EPSRC,Panel Member
4690,Panel,Dr T Ghaffar,EPSRC,Panel Member
4690,Panel,Dr C Hinchliffe,University of Sheffield,Panel Member
4690,Panel,Ms A Peden,EPSRC,Panel Member
4690,Panel,Dr G Salisbury,EPSRC,Panel Member
4690,Panel,Mrs Anne Farrow,Engineering and Physical Sciences Research Council,Panel Contact
4852,Panel,Professor JDC Jones,Heriot-Watt University,Panel Chairperson
4852,Panel,Professor SN Baker,Newcastle University,Panel Member
4852,Panel,Professor R Cernik,"University of Manchester, The",Panel Member
4852,Panel,Professor B Morgan,University of Kent,Panel Member
4852,Panel,Ms Zoe Brown,Engineering and Physical Sciences Research Council,Panel Contact
4679,Panel,Dr T Ghaffar,EPSRC,Panel Chairperson
4679,Panel,Dr K Blaney,EPSRC,Panel Member
4679,Panel,Dr AJ Chmura,EPSRC,Panel Member
4679,Panel,Dr S Crook,EPSRC,Panel Member
4679,Panel,Miss K Daniel,EPSRC,Panel Member
4679,Panel,Mrs A Farrow,EPSRC,Panel Member
4679,Panel,Dr C Hinchliffe,University of Sheffield,Panel Member
4679,Panel,Ms A Peden,EPSRC,Panel Member
4679,Panel,Dr G Salisbury,EPSRC,Panel Member
4679,Panel,Dr Talit Ghaffar,Engineering and Physical Sciences Research Council,Panel Contact
4800,PanelFellowshipV2,Professor E Hope,University of Leicester,Panel Chairperson
4800,PanelFellowshipV2,Professor N Alford,Imperial College London,Panel Member
4800,PanelFellowshipV2,Professor H McCann,University of Edinburgh,Panel Member
4800,PanelFellowshipV2,Professor TN Phillips,Cardiff University,Panel Member
4800,PanelFellowshipV2,Mrs Karen McKinna,Engineering and Physical Sciences Research Council,Panel Contact
4798,PanelFellowshipV2,Professor AR Champneys,University of Bristol,Panel Chairperson
4798,PanelFellowshipV2,Professor K Attenborough,Open University,Panel Member
4798,PanelFellowshipV2,Professor CC Constantinou,University of Birmingham,Panel Member
4798,PanelFellowshipV2,Professor A Rodger,Macquarie University,Panel Member
4798,PanelFellowshipV2,Mrs Cheryl Curtis,Engineering and Physical Sciences Research Council,Panel Contact
4794,PanelFellowshipV2,Professor J Evans-Freeman,University of Canterbury NZ,Panel Chairperson
4794,PanelFellowshipV2,Professor D De Roure,University of Oxford,Panel Member
4794,PanelFellowshipV2,Professor JC Inkson,University of Exeter,Panel Member
4794,PanelFellowshipV2,Professor JA Murphy,University of Strathclyde,Panel Member
4794,PanelFellowshipV2,Mrs Gill Stephens,Engineering and Physical Sciences Research Council,Panel Contact
4802,PanelFellowshipV2,Professor JW Bruce,University of Hull,Panel Chairperson
4802,PanelFellowshipV2,Professor U Aickelin,University of Melbourne,Panel Member
4802,PanelFellowshipV2,Dr J Bonsall,Unilever,Panel Member
4802,PanelFellowshipV2,Professor I Gordon,University of Edinburgh,Panel Member
4802,PanelFellowshipV2,Miss Claire Moger,Engineering and Physical Sciences Research Council,Panel Contact
4846,Panel,Professor BG Clarke,University of Leeds,Panel Chairperson
4846,Panel,Dr G Agnew,University of St Andrews,Panel Member
4846,Panel,Professor JL Anable,University of Leeds,Panel Member
4846,Panel,Professor J Boxall,University of Sheffield,Panel Member
4846,Panel,Professor D Cleland,Queen's University of Belfast,Panel Member
4846,Panel,Professor R Critoph,University of Warwick,Panel Member
4846,Panel,Professor AJ Jaworski,University of Huddersfield,Panel Member
4846,Panel,Professor RJ Poole,University of Liverpool,Panel Member
4846,Panel,Professor D Shipworth,UCL,Panel Member
4846,Panel,Professor J Stairmand,Jacobs UK Ltd,Panel Member
4846,Panel,Dr P Stonestreet,GlaxoSmithKline plc (GSK),Panel Member
4846,Panel,Mrs Anne Farrow,Engineering and Physical Sciences Research Council,Panel Contact
4796,PanelFellowshipV2,Professor A Matthews,"University of Manchester, The",Panel Chairperson
4796,PanelFellowshipV2,Dr D Carey,University of Surrey,Panel Member
4796,PanelFellowshipV2,Professor N Hussey,University of Bristol,Panel Member
4796,PanelFellowshipV2,Professor C Rielly,Loughborough University,Panel Member
4796,PanelFellowshipV2,Mrs Veronica Green,Engineering and Physical Sciences Research Council,Panel Contact
4861,Panel,Professor SG Roberts,University of Oxford,Panel Chairperson
4861,Panel,Dr MA Hicks,Rolls-Royce Plc (UK),Panel Member
4861,Panel,Dr RL Mallors-Ray,Aerospace Technology Institute,Panel Member
4861,Panel,Professor P Reed,University of Southampton,Panel Member
4861,Panel,Dr T Slack,Airbus Group Limited,Panel Member
4861,Panel,Dr Simon Crook,Engineering and Physical Sciences Research Council,Panel Contact
4838,Panel,Professor R Templer,Imperial College London,Panel Chairperson
4838,Panel,Professor S Blundell,University of Oxford,Panel Member
4838,Panel,Professor A Burrows,University of Bath,Panel Member
4838,Panel,Professor S Christie,Loughborough University,Panel Member
4838,Panel,Professor DL Davies,University of Leicester,Panel Member
4838,Panel,Professor M Duer,University of Cambridge,Panel Member
4838,Panel,Professor J Evans,University of Southampton,Panel Member
4838,Panel,Professor NT Hunt,University of York,Panel Member
4838,Panel,Dr L jones,Pfizer,Panel Member
4838,Panel,Professor AF Lee,RMIT University,Panel Member
4838,Panel,Professor P O'Brien,"University of Manchester, The",Panel Member
4838,Panel,Dr RD Peacock,University of Glasgow,Panel Member
4838,Panel,Professor SM Thompson,University of York,Panel Member
4838,Panel,Mr Martin Sweet,Engineering and Physical Sciences Research Council,Panel Contact
4837,Panel,Professor AJ Fisher,UCL,Panel Chairperson
4837,Panel,Professor D Atkinson,"Durham, University of",Panel Member
4837,Panel,Professor S Blundell,University of Oxford,Panel Member
4837,Panel,Dr TGM Freegarde,University of Southampton,Panel Member
4837,Panel,Dr L jones,Pfizer,Panel Member
4837,Panel,Professor C Lewis,Queen's University of Belfast,Panel Member
4837,Panel,Professor CA Lucas,University of Liverpool,Panel Member
4837,Panel,Professor C MacPhee,University of Edinburgh,Panel Member
4837,Panel,Professor JL O'Brien,University of Bristol,Panel Member
4837,Panel,Professor PD Olmsted,Georgetown University,Panel Member
4837,Panel,Professor SM Thompson,University of York,Panel Member
4837,Panel,Dr Jonathan Williams,Engineering and Physical Sciences Research Council,Panel Contact
4865,PanelFellowshipV2,Professor DT Delpy,EPSRC,Panel Chairperson
4865,PanelFellowshipV2,Professor PN Bartlett,University of Southampton,Panel Member
4865,PanelFellowshipV2,Professor JW Bruce,University of Hull,Panel Member
4865,PanelFellowshipV2,Professor AR Champneys,University of Bristol,Panel Member
4865,PanelFellowshipV2,Professor J Evans-Freeman,University of Canterbury NZ,Panel Member
4865,PanelFellowshipV2,Professor E Hope,University of Leicester,Panel Member
4865,PanelFellowshipV2,Professor A Matthews,"University of Manchester, The",Panel Member
4865,PanelFellowshipV2,Professor W Powrie,University of Southampton,Panel Member
4865,PanelFellowshipV2,Dr Anne-Louise Holloway,Engineering and Physical Sciences Research Council,Panel Contact
4836,Panel,Professor S Howdle,University of Nottingham,Panel Chairperson
4836,Panel,Professor S Blundell,University of Oxford,Panel Member
4836,Panel,Professor NH De Leeuw,University of Leeds,Panel Member
4836,Panel,Professor S Dugdale,University of Bristol,Panel Member
4836,Panel,Dr M Goulding,Merck Ltd,Panel Member
4836,Panel,Professor DH Gregory,University of Glasgow,Panel Member
4836,Panel,Dr JE Huber,University of Oxford,Panel Member
4836,Panel,Dr A ILIE,University of Bath,Panel Member
4836,Panel,Dr L jones,Pfizer,Panel Member
4836,Panel,Professor M Reece,Queen Mary University of London,Panel Member
4836,Panel,Professor SM Thompson,University of York,Panel Member
4836,Panel,Dr Nicolas Guernion,Engineering and Physical Sciences Research Council,Panel Contact
4854,Panel,Professor M Luck,Kings College London,Panel Chairperson
4854,Panel,Dr K Fobelets,Imperial College London,Panel Member
4854,Panel,Dr DFL Jenkins,University of Plymouth,Panel Member
4854,Panel,Professor M Jones,Swansea University,Panel Member
4854,Panel,Professor AK Kar,Heriot-Watt University,Panel Member
4854,Panel,Dr AH Kean,,Panel Member
4854,Panel,Professor RJ Langley,University of Sheffield,Panel Member
4854,Panel,Professor PW McOwan,Queen Mary University of London,Panel Member
4854,Panel,Professor S Rueger,Open University,Panel Member
4854,Panel,Professor M Russell,University of Birmingham,Panel Member
4854,Panel,Professor M Ryan,University of Birmingham,Panel Member
4854,Panel,Professor A Stanford-Clark,IBM UK Ltd,Panel Member
4854,Panel,Professor K Yang,University of Essex,Panel Member
4854,Panel,Dr Matthew Ball,Engineering and Physical Sciences Research Council,Panel Contact
4863,Panel,Professor D Hogg,University of Leeds,Panel Chairperson
4863,Panel,Professor WML Holcombe,University of Sheffield,Panel Member
4863,Panel,Professor M Kearney,University of Surrey,Panel Member
4863,Panel,Professor IW Marshall,Lancaster University,Panel Member
4863,Panel,Professor S Renals,University of Edinburgh,Panel Member
4863,Panel,Dr Claire Hinchliffe,Engineering and Physical Sciences Research Council,Panel Contact
4869,Panel,Professor D Bird,University of Bath,Panel Chairperson
4869,Panel,Professor S Anderson,Kings College London,Panel Member
4869,Panel,Dr M Dewar,Numerical Algorithms Group Ltd,Panel Member
4869,Panel,Mr A Hardisty,Cardiff University,Panel Member
4869,Panel,Dr Sarah Fulford,Engineering and Physical Sciences Research Council,Panel Contact
4866,Panel,Professor RP Tatam,Cranfield University,Panel Chairperson
4866,Panel,Professor R Allen,University of Southampton,Panel Member
4866,Panel,Professor K Attenborough,Open University,Panel Member
4866,Panel,Professor K Choi,University of Nottingham,Panel Member
4866,Panel,Professor RM Goodall,Loughborough University,Panel Member
4866,Panel,Dr GE Hollox,,Panel Member
4866,Panel,Professor D Mynors,Brunel University London,Panel Member
4866,Panel,Professor J Pan,University of Leicester,Panel Member
4866,Panel,Professor Iu Rehman,Lancaster University,Panel Member
4866,Panel,Professor J Wild,University of Sheffield,Panel Member
4866,Panel,Dr Derek Gillespie,Engineering and Physical Sciences Research Council,Panel Contact
4858,Panel,Professor K Dholakia,University of St Andrews,Panel Chairperson
4858,Panel,Professor V Hanson,University of Dundee,Panel Member
4858,Panel,Professor PA Madden,University of Oxford,Panel Member
4858,Panel,Professor OK Matar,Imperial College London,Panel Member
4858,Panel,Dr Claire Hinchliffe,Engineering and Physical Sciences Research Council,Panel Contact
4875,Panel,Professor N Tyler,UCL,Panel Chairperson
4875,Panel,Professor A Bismarck,University of Vienna,Panel Member
4875,Panel,Professor EB Martin,University of Leeds,Panel Member
4875,Panel,Professor B Vennart,Pfizer,Panel Member
4875,Panel,Miss Susan Soulsby,Engineering and Physical Sciences Research Council,Panel Contact
4680,Panel,Dr T Ghaffar,EPSRC,Panel Chairperson
4680,Panel,Dr K Blaney,EPSRC,Panel Member
4680,Panel,Dr AJ Chmura,EPSRC,Panel Member
4680,Panel,Miss K Daniel,EPSRC,Panel Member
4680,Panel,Mrs A Farrow,EPSRC,Panel Member
4680,Panel,Dr D Gillespie,EPSRC,Panel Member
4680,Panel,Dr C Hinchliffe,University of Sheffield,Panel Member
4680,Panel,Dr S Kemp,EPSRC,Panel Member
4680,Panel,Ms A Peden,EPSRC,Panel Member
4680,Panel,Dr G Salisbury,EPSRC,Panel Member
4680,Panel,Dr Talit Ghaffar,Engineering and Physical Sciences Research Council,Panel Contact
4691,Panel,Mrs A Farrow,EPSRC,Panel Chairperson
4691,Panel,Dr K Blaney,EPSRC,Panel Member
4691,Panel,Dr AJ Chmura,EPSRC,Panel Member
4691,Panel,Miss K Daniel,EPSRC,Panel Member
4691,Panel,Dr T Ghaffar,EPSRC,Panel Member
4691,Panel,Dr D Gillespie,EPSRC,Panel Member
4691,Panel,Dr C Hinchliffe,University of Sheffield,Panel Member
4691,Panel,Dr S Kemp,EPSRC,Panel Member
4691,Panel,Ms A Peden,EPSRC,Panel Member
4691,Panel,Dr G Salisbury,EPSRC,Panel Member
4691,Panel,Mrs Anne Farrow,Engineering and Physical Sciences Research Council,Panel Contact
4878,Panel,Professor J Girkin,"Durham, University of",Panel Chairperson
4878,Panel,Professor DL Andrews,University of East Anglia,Panel Member
4878,Panel,Dr M Cain,Electrosciences Ltd,Panel Member
4878,Panel,Professor N Canagarajah,University of Leicester,Panel Member
4878,Panel,Miss T Goodman,National Physical Laboratory,Panel Member
4878,Panel,Dr A Knight,National Physical Laboratory,Panel Member
4878,Panel,Dr N McCormick,National Physical Laboratory,Panel Member
4878,Panel,Mr R Robinson,National Physical Laboratory,Panel Member
4878,Panel,Professor M Rosseinsky,University of Liverpool,Panel Member
4878,Panel,Dr JM Williams,National Physical Laboratory,Panel Member
4878,Panel,Mr Robert Heathman,Engineering and Physical Sciences Research Council,Panel Contact
4870,Panel,Professor J Sventek,University of Oregon,Panel Chairperson
4870,Panel,Professor B Al-Hashimi,University of Southampton,Panel Member
4870,Panel,Professor M Chantler,Heriot-Watt University,Panel Member
4870,Panel,Professor S Cox,University of East Anglia,Panel Member
4870,Panel,Professor M Davies,University of Edinburgh,Panel Member
4870,Panel,Professor AA Hopgood,University of Portsmouth,Panel Member
4870,Panel,Dr JB Ibbotson,Private Address,Panel Member
4870,Panel,Professor J Kramer,Imperial College London,Panel Member
4870,Panel,Professor S Linton,University of St Andrews,Panel Member
4870,Panel,Professor M Sharples,Open University,Panel Member
4870,Panel,Dr M Tillin,Private Address,Panel Member
4870,Panel,Dr Sharon Burns,Engineering and Physical Sciences Research Council,Panel Contact
4855,Panel,Professor S Gilmour,Kings College London,Panel Chairperson
4855,Panel,Professor FE Burstall,University of Bath,Panel Member
4855,Panel,Professor C Bushnell,Kings College London,Panel Member
4855,Panel,Professor SN Chandler-Wilde,University of Reading,Panel Member
4855,Panel,Professor J Norris,University of Cambridge,Panel Member
4855,Panel,Professor HM Osinga,University of Auckland,Panel Member
4855,Panel,Professor RM Thomas,University of Leicester,Panel Member
4855,Panel,Dr Mark Bambury,Engineering and Physical Sciences Research Council,Panel Contact
4881,Panel,Professor R Owen,University of Exeter,Panel Chairperson
4881,Panel,Mr J Davison,IEA Greenhouse Gases R&D Prog (IEAGHG),Panel Member
4881,Panel,Mr J Forsyth,BP,Panel Member
4881,Panel,Professor J Oakey,Cranfield University,Panel Member
4881,Panel,Dr Nicola Goldberg,Engineering and Physical Sciences Research Council,Panel Contact
4871,Panel,Professor P Sharp,University of Aberdeen,Panel Chairperson
4871,Panel,Professor MK Chryssanthopoulos,University of Surrey,Panel Member
4871,Panel,Professor P Lee,UCL,Panel Member
4871,Panel,Professor MA Lewis,University of Bath,Panel Member
4871,Panel,Professor M Smith,University of Cambridge,Panel Member
4871,Panel,Professor N Tirelli,"University of Manchester, The",Panel Member
4871,Panel,Professor D Uttamchandani,University of Strathclyde,Panel Member
4871,Panel,Professor PM Weaver,University of Bristol,Panel Member
4871,Panel,Dr J Wolber,GE (General Electric Company),Panel Member
4871,Panel,Professor X Zhang,University of Southampton,Panel Member
4871,Panel,Dr Carmine Ruggiero,Engineering and Physical Sciences Research Council,Panel Contact
4877,Panel,Professor P Wright,Newcastle University,Panel Chairperson
4877,Panel,Professor P Barrett,University of Salford,Panel Member
4877,Panel,Dr BM Burnside,Heriot-Watt University,Panel Member
4877,Panel,Professor AHC Chan,University of Tasmania,Panel Member
4877,Panel,Dr DA Colman,,Panel Member
4877,Panel,Professor L Gardner,Imperial College London,Panel Member
4877,Panel,Professor IS Metcalfe,Newcastle University,Panel Member
4877,Panel,Professor M Nazha,London South Bank University,Panel Member
4877,Panel,Professor M Nikolopoulou,University of Kent,Panel Member
4877,Panel,Professor S Parsons,Cranfield University,Panel Member
4877,Panel,Professor R Perryman,University of East London,Panel Member
4877,Panel,Professor U Tuzun,Institution of Chemical Engineers,Panel Member
4877,Panel,Dr BJ Waterson,University of Southampton,Panel Member
4877,Panel,Dr Talit Ghaffar,Engineering and Physical Sciences Research Council,Panel Contact
4886,Panel,Professor AH Anderson,University of Glasgow,Panel Chairperson
4886,Panel,Professor D Bates,University of Warwick,Panel Member
4886,Panel,Professor J Dupre,University of Exeter,Panel Member
4886,Panel,Professor GK Laycock,UCL,Panel Member
4886,Panel,Professor A Penn,UCL,Panel Member
4886,Panel,Professor B Saunders,"University of Manchester, The",Panel Member
4886,Panel,Professor AA Wheeler,University of Southampton,Panel Member
4886,Panel,Professor CC Wilson,University of Bath,Panel Member
4886,Panel,Dr Katie Finch,Engineering and Physical Sciences Research Council,Panel Contact
4872,Panel,Professor JL Anable,University of Leeds,Panel Chairperson
4872,Panel,Mr G Hockley,"Corporation of Trinity House, The",Panel Member
4872,Panel,Mr Z van Romunde,Perkins Engines Company Limited,Panel Member
4872,Panel,Dr T Vanelslander,University of Antwerp,Panel Member
4872,Panel,Mr M White,Private Address,Panel Member
4872,Panel,Mr Nick Cook,Engineering and Physical Sciences Research Council,Panel Contact
4898,Panel,Professor P Dickens,University of Nottingham,Panel Chairperson
4898,Panel,Professor M Henini,University of Nottingham,Panel Member
4898,Panel,Dr PT McGrail,Private Address,Panel Member
4898,Panel,Professor AP Sutton,Imperial College London,Panel Member
4898,Panel,Dr Sophie Oldham,Engineering and Physical Sciences Research Council,Panel Contact
4874,Panel,Professor S Thompson,University of Kent,Panel Chairperson
4874,Panel,Professor R Carrasco,Newcastle University,Panel Member
4874,Panel,Professor R Cheung,University of Edinburgh,Panel Member
4874,Panel,Professor A Hadjifotiou,,Panel Member
4874,Panel,Professor M Harman,UCL,Panel Member
4874,Panel,Dr J Levine,University of Strathclyde,Panel Member
4874,Panel,Professor G Markarian,Lancaster University,Panel Member
4874,Panel,Professor A Monk,University of York,Panel Member
4874,Panel,Mr I Phillips,Private Address,Panel Member
4874,Panel,Professor D Rueckert,Imperial College London,Panel Member
4874,Panel,Professor JR Sambles,University of Exeter,Panel Member
4874,Panel,Dr M Stevenson,University of Sheffield,Panel Member
4874,Panel,Professor X Yao,University of Birmingham,Panel Member
4874,Panel,Dr Katie Blaney,Engineering and Physical Sciences Research Council,Panel Contact
4859,Panel,Professor A Orr-Ewing,University of Bristol,Panel Chairperson
4859,Panel,Professor GA Burley,University of Strathclyde,Panel Member
4859,Panel,Professor SJ Clarke,University of Oxford,Panel Member
4859,Panel,Professor R Dendy,University of Warwick,Panel Member
4859,Panel,Dr PW Dyer,"Durham, University of",Panel Member
4859,Panel,Professor IW Fletcher,Intertek MSG,Panel Member
4859,Panel,Dr JR Fulton,University of Sussex,Panel Member
4859,Panel,Professor JW Goodby,University of York,Panel Member
4859,Panel,Professor SG Kazarian,Imperial College London,Panel Member
4859,Panel,Professor PJ Knowles,Cardiff University,Panel Member
4859,Panel,Professor F Meldrum,University of Leeds,Panel Member
4859,Panel,Professor G Reid,University of Southampton,Panel Member
4859,Panel,Dr JP Rourke,Cardiff University,Panel Member
4859,Panel,Miss Clare Bumphrey,Engineering and Physical Sciences Research Council,Panel Contact
4912,Panel,Mr JB Boyer,,Panel Chairperson
4912,Panel,Mr P Brais,,Panel Member
4912,Panel,Professor A Demaid,Open University,Panel Member
4912,Panel,Dr H Stone,University of Cambridge,Panel Member
4912,Panel,Professor JR Yates,"University of Manchester, The",Panel Member
4912,Panel,Dr Derek Gillespie,Engineering and Physical Sciences Research Council,Panel Contact
4857,Panel,Professor M Padgett,University of Glasgow,Panel Chairperson
4857,Panel,Dr N D'Ambrumenil,University of Warwick,Panel Member
4857,Panel,Professor R Dendy,University of Warwick,Panel Member
4857,Panel,Professor S Hayden,University of Bristol,Panel Member
4857,Panel,Professor PJ Knowles,Cardiff University,Panel Member
4857,Panel,Professor F Meldrum,University of Leeds,Panel Member
4857,Panel,Professor ADR Phelps,University of Strathclyde,Panel Member
4857,Panel,Professor J Ruostekoski,Lancaster University,Panel Member
4857,Panel,Professor D Segal,Imperial College London,Panel Member
4857,Panel,Professor AM Stoneham,UCL,Panel Member
4857,Panel,Dr TA Waigh,"University of Manchester, The",Panel Member
4857,Panel,Mrs Katherine Rooke,Engineering and Physical Sciences Research Council,Panel Contact
4856,Panel,Professor D Sinclair,University of Sheffield,Panel Chairperson
4856,Panel,Dr G Burnell,University of Leeds,Panel Member
4856,Panel,Professor AN Cammidge,University of East Anglia,Panel Member
4856,Panel,Professor N Clarke,University of Sheffield,Panel Member
4856,Panel,Dr SK Clowes,University of Surrey,Panel Member
4856,Panel,Professor R Dendy,University of Warwick,Panel Member
4856,Panel,Professor PJ Knowles,Cardiff University,Panel Member
4856,Panel,Dr SA Lynch,Cardiff University,Panel Member
4856,Panel,Professor F Meldrum,University of Leeds,Panel Member
4856,Panel,Professor RK O'Reilly,University of Birmingham,Panel Member
4856,Panel,Dr KA Prior,Private Address,Panel Member
4856,Panel,Ms Alexandra Peden,Engineering and Physical Sciences Research Council,Panel Contact
4879,Panel,Professor R Cooper OBE,Lancaster University,Panel Chairperson
4879,Panel,Professor WH Dutton,Michigan State University,Panel Member
4879,Panel,Professor A Monk,University of York,Panel Member
4879,Panel,Ms C Reddington,Watershed Media Centre,Panel Member
4879,Panel,Dr Pamela Mason,Engineering and Physical Sciences Research Council,Panel Contact
4897,Panel,Mr J Wood,Motor Industry Research Assoc. (MIRA),Panel Chairperson
4897,Panel,Professor R Folkson,,Panel Member
4897,Panel,Mr K Lillie,Energy Technology Services,Panel Member
4897,Panel,Mr J MacKey,QinetiQ,Panel Member
4897,Panel,Dr R Pearson,Lotus Cars Ltd,Panel Member
4897,Panel,Professor K Ridgway,University of Sheffield,Panel Member
4897,Panel,Dr PG Scotson,TRW,Panel Member
4897,Panel,Mr BE Simmers,Rolls-Royce Plc (UK),Panel Member
4897,Panel,Professor K Young,The Manufacturing Technology Centre Ltd,Panel Member
4897,Panel,Dr Richard Bailey,Engineering and Physical Sciences Research Council,Panel Contact
4882,Panel,Dr A Brown,,Panel Chairperson
4882,Panel,Mr P Durrant,Department for Transport,Panel Member
4882,Panel,Professor C Hendry,"City, University of London",Panel Member
4882,Panel,Dr JB Lakeman,Private Address,Panel Member
4882,Panel,Dr G Oluwande,,Panel Member
4882,Panel,Dr G Staunton,Culham Centre for Fusion Energy,Panel Member
4882,Panel,Professor JM Tarascon,Universite de Picardie,Panel Member
4882,Panel,Dr Neil Bateman,Engineering and Physical Sciences Research Council,Panel Contact
4894,Panel,Dr T Ghaffar,EPSRC,Panel Chairperson
4894,Panel,Dr K Blaney,EPSRC,Panel Member
4894,Panel,Miss K Daniel,EPSRC,Panel Member
4894,Panel,Mrs A Farrow,EPSRC,Panel Member
4894,Panel,Dr D Gillespie,EPSRC,Panel Member
4894,Panel,Dr C Hinchliffe,University of Sheffield,Panel Member
4894,Panel,Dr S Kemp,EPSRC,Panel Member
4894,Panel,Ms A Peden,EPSRC,Panel Member
4894,Panel,Dr G Salisbury,EPSRC,Panel Member
4894,Panel,Dr Talit Ghaffar,Engineering and Physical Sciences Research Council,Panel Contact
4895,Panel,Mrs A Farrow,EPSRC,Panel Chairperson
4895,Panel,Dr K Blaney,EPSRC,Panel Member
4895,Panel,Miss K Daniel,EPSRC,Panel Member
4895,Panel,Dr T Ghaffar,EPSRC,Panel Member
4895,Panel,Dr D Gillespie,EPSRC,Panel Member
4895,Panel,Dr C Hinchliffe,University of Sheffield,Panel Member
4895,Panel,Dr S Kemp,EPSRC,Panel Member
4895,Panel,Ms A Peden,EPSRC,Panel Member
4895,Panel,Dr G Salisbury,EPSRC,Panel Member
4895,Panel,Mrs Anne Farrow,Engineering and Physical Sciences Research Council,Panel Contact
4892,Panel,Professor S Culley,University of Bath,Panel Chairperson
4892,Panel,Professor R Allen,University of Sheffield,Panel Member
4892,Panel,Mr M Buxton-Hoare,,Panel Member
4892,Panel,Dr B Crabtree,BTexact Technologies,Panel Member
4892,Panel,Professor PJ Dobson,University of Oxford,Panel Member
4892,Panel,Professor C Doyle,University of Exeter,Panel Member
4892,Panel,Professor B Hayes-Gill,University of Nottingham,Panel Member
4892,Panel,Mr T Higgison,University of Edinburgh,Panel Member
4892,Panel,Mr P Palmer,Loughborough University,Panel Member
