panel_id,panel_type,panel_name,panel_date,panel_contact
4733,Panel,Bridging The Gaps 3 Outlines,2008-10-13,Dr Cora O'Reilly
4729,Panel,ICT Prioritsation Panel (Oct 2008),2008-10-21,Dr Matthew Ball
4732,Panel,Organic Synthetic Chemistry Studentships - Sift,2008-10-23,Dr James Fleming
4555,Panel,Physics Prioritisation Panel Meeting,2008-10-29,Dr Amanda Chmura
4727,Panel,Science and Innovation Awards 5,2008-10-30,Miss Samantha Madden
4731,Panel,Platforms Panel October 2008,2008-10-30,Dr Claire Hinchliffe
4756,Panel,RCUK Science Bridges Awards,2008-11-10,Dr Edward Clarke
4769,Panel,India - UK Advanced Technology Centre Panel,2008-11-10,Dr Pamela Mason
4739,Panel,Engineering Science (Components) Panel,2008-11-11,Dr Matthew Davis
4753,Panel,Engineering Systems Panel,2008-11-12,Dr Sophie Oldham
4718,Panel,Engineering Science (Flow) Panel,2008-11-13,Dr Talit Ghaffar
4737,Panel,SUPERGEN CONSORTIA RENEWALS,2008-11-14,Dr Neil Bateman
4735,Panel,Chemistry Prioritisation Panel November,2008-11-19,Miss Leila Sattary
4757,Panel,Chemistry Programme Grants (November),2008-11-20,Miss Katie Daniel
4728,Panel,Basic Technology Translation Grants (Call 3),2008-11-20,Ms Zoe Brown
4754,Panel,Healthcare Engineering Panel (Eng),2008-11-25,Dr Chloe Heywood
4755,Panel,Engineering Socio-Technical Systems,2008-11-26,Dr Gareth Buchanan
4740,Panel,RCUK Science in Society Awards Panel,2008-11-27,Ms Kerry-Ann Oliver
4760,Panel,Strategic Japanese-UK Cooperative Panel (Tech),2008-11-27,Dr Simon Crook
4741,Panel,ICT Prioritisation Panel (December 2008),2008-12-01,Dr Cora O'Reilly
4683,Panel,Mathematics Prioritisation Panel,2008-12-03,Dr Mark Bambury
4736,Panel,Enhancing Damage Tolerance Panel Meeting,2008-12-04,Dr Sophie Oldham
4762,Panel,Fellowships 2009 Outline Proposals Panel B,2008-12-05,Mrs Tanya Cottrell
4761,Panel,Fellowships 2009 Outline Proposals Panel A,2008-12-05,Mrs Gill Stephens
4776,Panel,Energy Equity and Security,2008-12-09,Dr Neil Bateman
4758,Panel,Materials Prioritisation Panel 9th Dec,2008-12-09,Dr Nicolas Guernion
4763,Panel,Fellowships 2009 Outline Proposals Panel C,2008-12-09,Mrs Cheryl Curtis
4712,Panel,HPCx Complementary Capability Challenge,2008-12-10,Dr Dai Jenkins
4764,Panel,Fellowships 2009 Outline Proposals Panel D,2008-12-11,Mrs Karen McKinna
4765,Panel,Fellowships 2009 Outline Proposals Panel E,2008-12-11,Mrs Sheila Baird
4777,Panel,EPSRC/NPL Post-Doctoral Research Partnerships,2008-12-12,Mr Robert Heathman
4766,Panel,Fellowships 2009 Outline Proposals Panel F,2008-12-12,Miss Claire Moger
4767,Panel,Fellowships 2009 Outline Proposals Panel G,2008-12-12,Mrs Veronica Green
4771,Panel,Organic Synthetic Chemistry Studentships Panel,2008-12-15,Dr James Fleming
4687,Panel,Programme Outline Batch Meeting Dec 2008,2008-12-15,Mrs Anne Farrow
4667,Panel,Platform Outline Batch Meeting Dec 2008,2008-12-15,Dr Talit Ghaffar
4772,Panel,Chemistry Prioritisation Panel January,2009-01-20,Mr Martin Sweet
4789,Panel,Digital Economy Research Hubs,2009-01-20,Dr Pamela Mason
4742,Panel,ICT Prioritisation Panel (January 2009),2009-01-29,Dr Matthew Ball
4803,Panel,EPSRC/NPL Postdoctoral Research,2009-01-29,Mr Robert Heathman
4780,Panel,DSTL/EPSRC Signal Processing Outline,2009-01-30,Dr Andrew Lawrence
4730,Panel,Physics Prioritisation Panel Meeting ,2009-01-30,Dr Jonathan Williams
4783,Panel,Engineering Science (Components) Panel,2009-02-03,Dr Louise Tillman
4770,Panel,Engineering Systems Panel,2009-02-04,Dr Derek Gillespie
4785,Panel,Engineering Science (Flow) Panel,2009-02-05,Dr Tracy Hanlon
4689,Panel,Programme Outline Batch Meeting Feb 2009,2009-02-09,Mrs Anne Farrow
4782,Panel,Healthcare Engineering Panel (Eng) ,2009-02-10,Dr Chloe Heywood
4797,Panel,NGS/OMII Panel Meeting (TECH),2009-02-10,Dr Sarah Fulford
4791,PanelFellowshipV2,Postdoctoral Fellowships Physics Sift 2008/2009,2009-02-10,Dr Jonathan Williams
4790,Panel,Materials Prioritisation Panel  (Feb 2009),2009-02-12,Dr Natalie Stear
4778,PanelFellowshipV2,Maths Postdoctoral Research Fellowships 2008/2009,2009-02-12,Mrs Janet Edwards
4792,PanelFellowshipV2,Postdoc Fellowships 2009 in Comp. Science - Sift,2009-02-13,Dr Claire Hinchliffe
4668,Panel,Platform Outline Batch Meeting Feb 2009,2009-02-16,Dr Talit Ghaffar
4781,Panel,Next Generation Facility User Panel 2008,2009-02-17,Dr Dai Jenkins
4812,Panel,Engineering Socio-Technical Systems Panel,2009-02-17,Dr Sophie Oldham
4793,PanelFellowshipV2,LSI Postdoctoral Fellowships 2009 - Sift Panel,2009-02-18,Miss Samantha Madden
4807,Panel,Thermal Management Prioritisation Meeting,2009-02-23,Dr David Holtum
4811,Panel,Energy & International Development 2,2009-02-24,Dr Neil Bateman
4809,Panel,Nanotechnology Grand Challenges Healthcare,2009-02-26,Ms Linda Sayers
4815,Panel,Digital Economy Research Hubs Interviews,2009-02-26,Dr Pamela Mason
4768,Panel,Bridging the Gaps 3 - Interviews,2009-03-03,Dr Katie Finch
4814,Panel,Energy Challenges for Complexity Science,2009-03-03,Dr Gavin Salisbury
4808,Panel,Materials Programme Grants,2009-03-03,Mrs Anne Farrow
4819,Panel,ICT Prioritisation Panel (March 09),2009-03-04,Dr Andrew Lawrence
4816,Panel,Carbon Capture and Storage Panel,2009-03-05,Miss Jacqui Williams
4774,Panel,Mathematics Prioritisation Panel,2009-03-05,Mrs Janet Edwards
4821,Panel,ICT Programme Grants,2009-03-05,Dr Claire Hinchliffe
4779,Panel,Adaptation and Resilience to a Changing Climate,2009-03-06,Dr David Holtum
4795,PanelFellowshipV2,Postdoctoral Fellowships Interview Panel Physics,2009-03-06,Dr Jonathan Williams
4805,Panel,Mathematics Programme Grants,2009-03-06,Dr Mark Bambury
4773,Panel,Chemistry Prioritisation Panel March,2009-03-10,Dr Amanda Chmura
4832,PanelFellowshipV2,LSI Postdoctoral Fellowships 2009 - Interviews,2009-03-10,Miss Samantha Madden
4826,PanelFellowshipV2,Postdoc. Fellowships Interviews - Computer Science,2009-03-11,Dr Claire Hinchliffe
4813,Panel,Collaborative Research with China Panel Meeting,2009-03-11,Miss Hayley Dash
4810,Panel,HPC Software Development ,2009-03-17,Dr Emma Jones
4825,PanelFellowshipV2,Maths Postdoctoral Fellowships Interview Panel,2009-03-17,Mrs Janet Edwards
4829,PanelFellowshipV2,RA Eng Sift Panel,2009-03-17,Dr Emma King
4804,Panel,Partnerships for Public Engagement Call  13,2009-03-18,Dr Katherine Miller
4818,Panel,Platforms Panel March 2009,2009-03-25,Dr Talit Ghaffar
4835,Panel,Engineering Science (Components) Panel,2009-04-14,Dr Matthew Davis
4678,Panel,Platform Outline Batch Meeting April 2009,2009-04-15,Dr Talit Ghaffar
4684,Panel,Programme Outline Batch Meeting April 2009,2009-04-15,Mrs Anne Farrow
4847,PanelFellowshipV2,RAEng/EPSRC Research Fellowship Interview panel,2009-04-15,Dr Emma King
4840,Panel,Engineering Systems Panel ,2009-04-15,Miss Susan Soulsby
4817,Panel,Engineering Science (Flow) Panel,2009-04-16,Dr Talit Ghaffar
4842,Panel,Challenging Engineering Outlines 2009,2009-04-17,Miss Susan Soulsby
4828,Panel,Healthcare Engineering Panel,2009-04-21,Dr Prabhat Sakya
4841,Panel,Engineering Socio-Technical Systems Panel,2009-04-22,Dr Carmine Ruggiero
4784,Panel,Engineering Programme Grants Interview  Panel,2009-04-23,Mrs Anne Farrow
4820,Panel,ICT Prioritisation Panel (April 09),2009-04-24,Dr Andrew Lawrence
4844,Panel,DSTL-EPSRC Signal Processing,2009-04-28,Dr Andrew Lawrence
4786,Panel,Physics Prioritisation Panel Meeting,2009-04-29,Mrs Katherine Rooke
4822,Panel,Materials Prioritisation Panel ,2009-04-30,Dr Katie Blaney
4834,Panel,Visiting Panel - University of Salford,2009-04-30,Dr Pamela Mason
4843,Panel,Follow on Fund 6 Panel (TECH),2009-05-01,Mr David Mahoney
4830,Panel,Integrated Knowledge Centres Pilot (CP2),2009-05-01,Mr Robert Heathman
4831,Panel,Chemistry Prioritisation Panel May,2009-05-06,Dr Claire Higlett
4848,Panel,Innovative Manufacturing Res Centres - Outlines  ,2009-05-11,Mrs Anne Farrow
4850,Panel,CDT Mathematical Sciences Outline,2009-05-15,Dr Mark Bambury
4851,Panel,Platforms Panel May 2009,2009-05-19,Ms Alexandra Peden
4845,Panel,Physical Sciences Programme Grants - May,2009-05-20,Dr Amanda Chmura
4823,PanelFellowshipV2,Senior Media Fellowships 2009,2009-05-21,Dr Katherine Miller
4833,Panel,Drug Discovery,2009-05-28,Ms Zoe Brown
4853,Panel,UK/China Nanospintronics,2009-06-01,Dr Jonathan Williams
4839,Panel,ICT Prioritisation Panel (June 09),2009-06-02,Dr Cora O'Reilly
4824,Panel,Mathematics Prioritisation Panel June 2009,2009-06-03,Dr Caterina Mora
4849,Panel,"Engineering Med, Mech and Mat Panel",2009-06-04,Dr Chloe Heywood
4801,PanelFellowshipV2,Fellowships 2009 Interview - Panel  E,2009-06-08,Mrs Sheila Baird
4799,PanelFellowshipV2,Fellowships 2009 Interview - Panel  B,2009-06-08,Mrs Tanya Cottrell
4690,Panel,Programme Outline Batch Meeting June 2009,2009-06-09,Mrs Anne Farrow
4852,Panel,Basic Technology Translation Grants Call 4,2009-06-09,Ms Zoe Brown
4679,Panel,Platform Outline Batch Meeting June 2009,2009-06-09,Dr Talit Ghaffar
4800,PanelFellowshipV2,Fellowships 2009 Interview - Panel  D,2009-06-10,Mrs Karen McKinna
4798,PanelFellowshipV2,Fellowships 2009 Interview - Panel  C,2009-06-10,Mrs Cheryl Curtis
4794,PanelFellowshipV2,Fellowships 2009 Interview - Panel  A,2009-06-11,Mrs Gill Stephens
4802,PanelFellowshipV2,Fellowships 2009 Interview - Panel  F,2009-06-16,Miss Claire Moger
4846,Panel,Process Environment and Sustainability,2009-06-16,Mrs Anne Farrow
4796,PanelFellowshipV2,Fellowships 2009 Interview - Panel  G,2009-06-16,Mrs Veronica Green
4861,Panel,Rolls-Royce Strategic Partnership Interview,2009-06-24,Dr Simon Crook
4838,Panel,Physical Sciences Panel - Chemistry,2009-06-30,Mr Martin Sweet
4837,Panel,Physical Sciences Panel - Physics,2009-07-01,Dr Jonathan Williams
4865,PanelFellowshipV2,Fellowships 2009 Final Allocation Panel,2009-07-01,Dr Anne-Louise Holloway
4836,Panel,Physical Sciences Panel - Materials,2009-07-01,Dr Nicolas Guernion
4854,Panel,ICT Prioritisation Panel (July 09),2009-07-14,Dr Matthew Ball
4863,Panel,ICT Programme Grants (July 09),2009-07-15,Dr Claire Hinchliffe
4869,Panel,Software Sustainability Outline Sift Panel,2009-07-16,Dr Sarah Fulford
4866,Panel,"Mats, Mech and Med Engineering",2009-07-21,Dr Derek Gillespie
4858,Panel,Platform Panel July 09,2009-07-29,Dr Claire Hinchliffe
4875,Panel,Challenging Engineering Interview Panel,2009-08-12,Miss Susan Soulsby
4680,Panel,Platform Outline Batch Meeting Aug 2009,2009-08-13,Dr Talit Ghaffar
4691,Panel,Programme Outline Batch Meeting Aug 2009,2009-08-13,Mrs Anne Farrow
4878,Panel,EPSRC-NPL Postdoctoral Research Partnerships,2009-08-25,Mr Robert Heathman
4870,Panel,ICT Prioritisation Panel (Sept 09),2009-09-02,Dr Sharon Burns
4855,Panel,Mathematics Prioritisation Panel Sept 3rd 2009,2009-09-03,Dr Mark Bambury
4881,Panel,Nanotechnology GC3 - Environment,2009-09-07,Dr Nicola Goldberg
4871,Panel,"Materials, Mechanical and Medical Engineering",2009-09-08,Dr Carmine Ruggiero
4877,Panel,Process Environment and Sustainability (PES),2009-09-09,Dr Talit Ghaffar
4886,Panel,Cross-Disciplinary Feasibility Account,2009-09-11,Dr Katie Finch
4872,Panel,Energy - Low Carbon Shipping,2009-09-22,Mr Nick Cook
4898,Panel,Doctoral Training Ctre in Materials & Enteprise  ,2009-09-28,Dr Sophie Oldham
4874,Panel,ICT Prioritisation Panel (Oct 09),2009-09-30,Dr Katie Blaney
4859,Panel,Physical Sciences Panel - Chemistry,2009-10-01,Miss Clare Bumphrey
4912,Panel,Bright Idea Awards - The Big Pitch,2009-10-02,Dr Derek Gillespie
4857,Panel,Physical Sciences Panel- Physics,2009-10-02,Mrs Katherine Rooke
4856,Panel,Physical Sciences Panel - Materials,2009-10-02,Ms Alexandra Peden
4879,Panel,Digital Economy Research in the Wild,2009-10-12,Dr Pamela Mason
4897,Panel,Low Carbon Vehicles Outlines Panel,2009-10-12,Dr Richard Bailey
4882,Panel,SUPERGEN 4 Renewals Interview Panel,2009-10-16,Dr Neil Bateman
4894,Panel,Platform Outline Batch Meeting Oct 09,2009-10-20,Dr Talit Ghaffar
4895,Panel,Programme Outline Batch Meeting Oct 09,2009-10-20,Mrs Anne Farrow
4892,Panel,Follow On Fund 7,2009-10-21,Mr David Mahoney
4904,Panel,NPL Post Doctoral Research Partnerships Interviews,2009-10-22,Mr Robert Heathman
4887,Panel,CDT for Mathematical Sciences,2009-10-22,Dr Mark Bambury
4873,Panel,PES Programme Grants Interview Panel,2009-10-22,Mrs Anne Farrow
4876,Panel,M3E Programme Grants Interview Panel,2009-10-23,Dr Derek Gillespie
4899,Panel,Strategic Japan-UK Cooperative Programme 2nd Call,2009-10-23,Dr Jonathan Williams
4919,Panel,Bridging the Gaps - Sift,2009-10-26,Miss Samantha Madden
4888,Panel,Grand Challenges Panel,2009-10-27,Dr Claire Higlett
4884,Panel,"Materials, Mechanical, Medical Engineering ",2009-10-27,Dr Sophie Oldham
4903,Panel,Transforming Energy Demand through Digital innov,2009-10-30,Dr David Holtum
4867,Panel,Physical Sciences Programme Grants Panel,2009-11-10,Ms Alexandra Peden
4920,Panel,Complexity Science in the Real World,2009-11-11,Dr Gavin Salisbury
4924,Panel,Organic Synthetic Chemistry Studentships 2009,2009-11-16,Dr Gareth Buchanan
4889,Panel,ICT Prioritisation Panel (Nov 09),2009-11-20,Dr Cora O'Reilly
4896,Panel,Platform Grant Panel Meeting Nov 09,2009-11-24,Miss Katie Daniel
4929,Panel,Nuclear Fission Outline Panel,2009-11-24,Miss Samantha Riches
4890,Panel,Process Environment and Sustainability Panel,2009-11-26,Dr Tracy Hanlon
4927,Panel,Towards a Sustainable Urban Environment- Outlines ,2009-11-30,Dr Caroline Batchelor
4905,Panel,Fellowships 2010 Outline Proposals Panel A,2009-11-30,Dr Louise Tillman
4906,Panel,Fellowships 2010 Outline Proposals Panel B,2009-12-01,Dr Mark Bambury
4921,Panel,Physical Sciences Panel - Chemistry,2009-12-01,Dr Gareth Buchanan
4900,Panel,Physical Sciences Panel- Physics,2009-12-02,Mr Martin Sweet
4893,Panel,Physical Sciences Panel - Materials,2009-12-02,Dr Natalie Stear
4891,Panel,Mathematics Prioritisation Panel ,2009-12-03,Dr Vivienne Blackstone
4937,Panel,Programme Grant Outline Meeting,2009-12-08,Mrs Anne Farrow
4907,Panel,Fellowships 2010 Outline Proposals Panel C,2009-12-08,Dr Anne-Louise Holloway
4936,Panel,Platform Grant Outline Meeting,2009-12-08,Dr Talit Ghaffar
4934,Panel,Designing Effective Research Spaces,2009-12-08,Dr Richard Bailey
4908,Panel,Fellowships 2010 Outline Proposals Panel D,2009-12-09,Ms Alexandra Peden
4923,Panel,IMRC Interview Panel,2009-12-09,Mrs Anne Farrow
4909,Panel,Fellowships 2010 Outline Proposals Panel E,2009-12-10,Ms Zoe Brown
4910,Panel,Fellowships 2010 Outline Proposals Panel F,2009-12-10,Dr Andrew Lawrence
4911,Panel,Fellowships 2010 Outline Proposals Panel G,2009-12-11,Dr Talit Ghaffar
4862,PanelFellowshipV2,PDF Mathematical Sciences Sift Panel,2009-12-14,Dr Mark Bambury
4917,Panel,ICT Prioritisation Panel (Dec 09),2009-12-15,Dr Andrew Lawrence
4916,PanelFellowshipV2,PDF Computer Science Sift Panel ,2009-12-16,Dr Sharon Burns
4930,Panel,"Material, Mechanical & Medical Engineering Panel",2009-12-16,Dr Stephen Kemp
4915,PanelFellowshipV2,PDRF CDIP Sift Panel,2009-12-17,Ms Zoe Brown
4913,PanelFellowshipV2,PDRF PHYSICS Sift Panel,2009-12-21,Mrs Katherine Rooke
4938,Panel,Organic Synthesis Studentship Full Panel,2010-01-12,Dr Gareth Buchanan
4939,PanelFellowshipV2,PDRF Computer Science Interview Panel,2010-01-26,Dr Sharon Burns
4944,PanelFellowshipV2,PDRF Mathematical Sciences Interview Panel,2010-01-26,Dr Caterina Mora
4918,PanelFellowshipV2,PDRF Physics Interview Panel,2010-01-26,Mrs Katherine Rooke
4945,PanelFellowshipV2,PDRF CDIP Interview Panel,2010-01-27,Ms Zoe Brown
4926,Panel,Digital Economy - Research in the Wild,2010-01-27,Dr Helen Bailey
4951,Panel,India UK Solar Energy Panel Meeting,2010-01-29,Dr Neil Bateman
4953,Panel,HECToR Capability Challenge,2010-02-02,Dr Susie Douglas
4933,Panel,ICT Prioritisation Panel (Feb 10),2010-02-02,Dr Matthew Ball
4955,Panel,ICT Programme Grants Interview Panel,2010-02-03,Dr Katie Blaney
4942,Panel,Software Sustainability Interview Panel 2010,2010-02-04,Dr Susie Douglas
4946,Panel,"Materials, Mechanical & Medical Engineering Panel",2010-02-09,Miss Susan Soulsby
4958,Panel,Programme Grant Outlines,2010-02-10,Mrs Anne Farrow
4925,Panel,Process Environment and Sustainability (PES),2010-02-10,Dr Matthew Davis
4957,Panel,Platform Grant Outline ,2010-02-10,Dr Talit Ghaffar
4941,Panel,Engineering Challenges in Synthetic Biology,2010-02-12,Dr Ben Rendell
4952,Panel,Basic Tech Translation Grants Call 5 Panel,2010-02-16,Ms Zoe Brown
4962,Panel,PPE Starter Grants Call 1,2010-02-18,Dr Katherine Miller
4928,Panel,Bridging the Gaps Call 4 Interview Panel,2010-02-22,Miss Samantha Madden
4935,Panel,Physical Sciences Panel - Chemistry,2010-02-24,Dr Claire Higlett
4901,Panel,Physical Sciences Panel - Physics,2010-02-25,Dr Jonathan Williams
4914,Panel,Drug Discovery Full Proposal Panel,2010-02-25,Ms Zoe Brown
4931,Panel,Physical Sciences Panel - Materials,2010-02-25,Dr Nicolas Guernion
4970,Panel,Engineering Programme Grant Interview Panel ,2010-03-02,Dr Derek Gillespie
4966,Panel,Nanotechnology GC3,2010-03-03,Dr Nicola Goldberg
4922,Panel,Mathematics Prioritisation Panel,2010-03-04,Dr Caterina Mora
4949,Panel,Low Carbon Vehicles Panel Meeting,2010-03-08,Dr Duncan Shermer
4965,Panel,Partnerships for Public Engagement 14th Call,2010-03-09,Dr Katherine Miller
4985,Panel,Programme Outline Batch Meeting,2010-03-09,Miss Katie Daniel
4950,PanelFellowshipV2,Royal Acad of Eng/EPSRC Research Fellowships Panel,2010-03-10,Dr Carmine Ruggiero
4959,Panel,Nuclear Fission Consortia - Interview Panel,2010-03-11,Miss Samantha Riches
4943,Panel,ICT Prioritisation Panel (March 10),2010-03-16,Dr Sharon Burns
4947,Panel,Healthcare Partnerships,2010-03-16,Ms Linda Sayers
4948,Panel,IKC Review Panel ,2010-03-17,Mr Robert Heathman
4973,Panel,Transforming Energy Demand Through Digital Innov,2010-03-17,Dr David Holtum
4954,Panel,People Energy and Buildings,2010-03-18,Dr David Holtum
4981,Panel,Novel Technologies for Stem Cell Science Panel,2010-03-22,Dr Amanda Chmura
4956,Panel,Platform Panel Meeting ,2010-03-24,Dr Stephen Kemp
4967,Panel,"Materials, Mechanical & Medical Engineering Panel",2010-04-13,Dr Chloe Heywood
4991,PanelFellowshipV2,Royal Acad Eng/EPSRC Resch Fellowships Interviews,2010-04-14,Dr Carmine Ruggiero
4974,Panel,Platform Grant Outline Panel ,2010-04-16,Dr Talit Ghaffar
4975,Panel,Programme Grant Outline Meeting,2010-04-16,Miss Katie Daniel
4963,Panel,Process Environment & Sustainability Panel,2010-04-22,Dr Duncan Shermer
4989,Panel,Innovation Knowledge Centres Panel - Outlines,2010-04-27,Mr Robert Heathman
4980,Panel,Digital Economy - Research in The Wild 3,2010-04-27,Dr Helen Bailey
4983,Panel,Follow On Fund 8,2010-04-29,Mr David Mahoney
4990,Panel,Big Pitch - Chemistry and Beyond,2010-04-30,Mrs Cheryl Curtis
4987,Panel,Physical Sciences Panel - Chemistry,2010-05-04,Mr Martin Sweet
4902,Panel,Physical Sciences Panel- Physics,2010-05-05,Mrs Katherine Rooke
4969,Panel,Physical Sciences Panel - Materials,2010-05-05,Ms Alexandra Peden
4960,Panel,ICT Prioritisation Panel (May 10),2010-05-11,Dr Thomas Headen
4992,Panel,Mathematics Prioritisation Panel May 2010,2010-05-12,Dr Vivienne Blackstone
5000,Panel,Towards a Sustainable Urban Environment Interviews,2010-05-13,Dr Caroline Batchelor
4984,Panel,Physical Sciences Programme Grant Panel,2010-05-13,Miss Katie Daniel
4997,Panel,Research Complex at Harwell Panel,2010-05-13,Dr Stephanie Lewis
4964,PanelFellowshipV2,Senior Media Fellowships 2010,2010-05-17,Dr Joanna Coleman
4995,Panel,PPE Starter Grants Call 2,2010-05-17,Dr Caterina Mora
4996,Panel,"Materials, Mechanical and Medical Engineering ",2010-05-19,Dr Derek Gillespie
5008,PanelFellowshipV2,EPSRC Fellowships 2010 Interview Panel D,2010-06-02,Ms Alexandra Peden
4994,PanelFellowshipV2,EPSRC Fellowships 2010 Interview Panel E,2010-06-02,Mr Martin Sweet
5003,PanelFellowshipV2,EPSRC Fellowships 2010 Interview Panel C,2010-06-02,Dr Jonathan Williams
4971,PanelFellowshipV2,EPSRC Fellowships 2010 Interview Panel F,2010-06-09,Dr Sharon Burns
4988,PanelFellowshipV2,EPSRC Fellowships 2010 Interview Panel B,2010-06-09,Dr Caterina Mora
4982,PanelFellowshipV2,EPSRC Fellowships 2010 Interview Panel A,2010-06-09,Miss Susan Soulsby
4968,PanelFellowshipV2,EPSRC Fellowships 2010 Interview Panel G,2010-06-09,Dr Talit Ghaffar
5011,Panel,Railway Capacity Call Interview Panel,2010-06-14,Dr Duncan Shermer
4976,Panel,Platform Grant Outline Meeting ,2010-06-18,Dr Talit Ghaffar
4977,Panel,Programme Grant Outline Panel,2010-06-18,Miss Katie Daniel
5018,Panel,Creativity in Composites Engineering Outlines,2010-06-28,Dr Sophie Oldham
4979,Panel,"Process, Environment and Sustainability",2010-07-07,Dr Tracy Hanlon
5001,Panel,Physical Sciences Panel - Chemistry,2010-07-07,Miss Clare Bumphrey
5012,Panel,Physical Sciences - Physics,2010-07-08,Dr Cora O'Reilly
4999,Panel,Physical Sciences - Materials,2010-07-08,Dr Natalie Stear
4993,Panel,ICT Prioritisation Panel (July 2010),2010-07-13,Dr Andrew Lawrence
5002,Panel,"Materials, Mechanical and Medical Engineering",2010-07-22,Dr Sophie Oldham
5013,Panel,Platform Outline Meeting,2010-07-26,Dr Talit Ghaffar
5014,Panel,Programme Outline Meeting,2010-07-26,Miss Katie Daniel
5026,Panel,IMRC Outline Panel,2010-08-03,Mrs Anne Farrow
5039,Panel,Mathematical Sciences Platform Grant Panel,2010-08-18,Mr Eric Dougherty
5029,Panel,Cross-Disciplinary Feasibility Account 2010,2010-08-26,Dr Stephanie Lewis
5021,Panel,Physical Sciences Panel - Chemistry,2010-09-01,Dr Claire Higlett
5020,Panel,Physical Sciences - Materials,2010-09-02,Dr Nicolas Guernion
5037,Panel,Cross-Disciplinary Research Landscape Awards,2010-09-02,Dr Neil Bateman
5028,Panel,Physical Sciences - Physics,2010-09-02,Miss Amanda Howes
5030,Panel,UK- China Res Projects in Carbon Capture/Storage,2010-09-03,Miss Jacqui Williams
4998,Panel,ICT Prioritisation Panel (Sept 2010),2010-09-07,Dr Matthew Ball
5016,Panel,ICT Programme Grants Interview Panel,2010-09-08,Dr Katie Blaney
5019,Panel,Mathematics Prioritisation Panel,2010-09-09,Mr Eric Dougherty
5025,Panel,M3E/PES Programme Grant Interview Panel ,2010-09-10,Dr Derek Gillespie
5015,Panel,Physical Sciences Programme Grants Interview Panel,2010-09-13,Ms Alexandra Peden
5004,Panel,"Materials, Mechanical and Medical Engineering",2010-09-14,Dr Stephen Kemp
5007,Panel,"Process, Environment and Sustainability",2010-09-15,Dr Talit Ghaffar
5017,Panel,Platform Grant Meeting,2010-09-16,Dr Talit Ghaffar
5041,Panel,Mathematics Underpinning Digital Economy and Energ,2010-09-21,Dr Vivienne Blackstone
5043,Panel,IKC (3rd Call) Interview Panel ,2010-09-23,Mr Robert Heathman
5038,Panel,Centre for Doctoral Training in NDE,2010-09-24,Dr Claire Tansley
5051,Panel,Wave Tank Facility Panel,2010-09-29,Dr Neil Bateman
5027,Panel,NSF/EPSRC Chemistry Proposals 2009,2010-09-30,Miss Clare Bumphrey
5057,Panel,Challenging Engineering M3E 2010,2010-10-05,Miss Susan Soulsby
5055,Panel, Challenging Engineering ICT 2010,2010-10-05,Dr Thomas Headen
5056,Panel,Challenging Engineering PES 2010,2010-10-05,Dr Caroline Batchelor
5035,Panel,SUPERGEN Networks Hub Interview Panel,2010-10-06,Dr Neil Bateman
5054,Panel,ICT Centres for Doctoral Training,2010-10-07,Dr Matthew Ball
5053,Panel,China Energy,2010-10-08,Miss Samantha Riches
5063,Panel,Programme Grant Outlines,2010-10-12,Miss Katie Daniel
5064,Panel,Platform Grant Outlines,2010-10-12,Dr Talit Ghaffar
5009,Panel,ICT Prioritisation Panel (Oct 2010),2010-10-13,Dr Christina Turner
5066,Panel,PPE Starter Grants Call 3,2010-10-19,Dr Caterina Mora
5060,Panel,Follow On Fund 9,2010-10-20,Mr David Mahoney
5067,Panel,Engineering Doctorate Training in Manufacturing En,2010-10-21,Dr Derek Gillespie
1-3UL-4950,NGBOPanel,"Materials, Mechanical and Medical Engineering",2010-11-03,NA
1-3UL-4998,NGBOPanel,Fellowships 2011 Outline Proposals Panel  A,2010-11-08,"Mora, Caterina"
1-3UL-4988,NGBOPanel,Fellowships 2011 Outline Proposals Panel B,2010-11-09,"Buchanan, Gareth"
1-3UL-4987,NGBOPanel,Fellowships 2011 Outline Proposals Panel C,2010-11-10,"Williams, Jonathan"
1-3UP-13,NGBOPanel,ICT Centres for Doctoral Training Comp S Interview,2010-11-12,"Headen, Thomas"
1-3UP-1,NGBOPanel,Fellowships 2011 Outline Proposals Panel D,2010-11-12,"Ghaffar, Talit"
1-3UP-12,NGBOPanel,ICT Centres for Doctoral Training Comms Interviews,2010-11-12,"Ball, Matthew"
1-3UP-19,NGBOPanel,TSB Trusted Services,2010-11-12,NA
1-3UL-4989,NGBOPanel,Fellowships 2011 Outline Proposals Panel E,2010-11-15,"Higlett, Claire"
1-3UL-4985,NGBOPanel,Fellowships 2011 Outline Proposals Panel F,2010-11-16,"Lawrence, Andrew"
1-3UL-4967,NGBOPanel,Research Complex at Harwell Interview Panel,2010-11-17,"Lewis, Stephanie"
1-3UL-4991,NGBOPanel,Fellowships 2011 Outline Proposals Panel G,2010-11-18,"Soulsby, Susan"
1-3UP-10,NGBOPanel,DTC Cross Disciplinary Renewals Panel,2010-11-18,"Bateman, Neil"
1-3UP-5,NGBOPanel,Healthcare Partnerships,2010-11-23,"Sayers, Linda"
1-3UL-4997,NGBOPanel,Mathematics Responsive Mode Prioritisation Panel,2010-11-24,"Blackstone, Vivienne"
1-3UL-4974,NGBOPanel,Process Environment and Sustainability,2010-11-25,"Cook, Nick"
