panel_id,panel_type,funding_priority_list,funded,unfunded,referred_to_a_later_panel,decision_still_awaited,funding_rate_percent_of_grant_number,summary_row,table_type,full_proposals_invited,full_proposals_declined,invited_for_interview,not_invited_for_interview,final_decision_yet_to_be_made,not_funded
4555,Panel,FIRST GRANTS,4,3,0,0,57,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4555,Panel,PHYSICS/LSI SIGNPOST,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4555,Panel,RESPONSIVE MODE,6,19,0,0,24,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4555,Panel,SIGNPOST,3,5,1,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4727,Panel,TARGETED MODE,4,7,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4727,Panel,SCIENCE AND INNOVATION AWARDS 5,4,7,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4731,Panel,RESPONSIVE MODE,4,5,0,0,44,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4731,Panel,NEW ENGINEERING PLATFORMS OCTOBER 2008,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4731,Panel,NEW MATERIALS PLATFORMS OCTOBER 2008,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4731,Panel,RENEWAL ENGINEERING PLATFORMS OCTOBER 2008,1,3,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4731,Panel,RENEWAL ICT PLATFORMS OCTOBER 2008,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4756,Panel,TARGETED MODE,10,20,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4756,Panel,CHINA,4,6,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4756,Panel,INDIA,3,7,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4756,Panel,USA,3,7,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4769,Panel,RESPONSIVE MODE,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4769,Panel,INDIA - UK ADVANCED TECHNOLOGY CENTRE,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4739,Panel,RESPONSIVE MODE,4,17,3,0,19,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4739,Panel,FIRST GRANTS,0,2,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4739,Panel,RESPONSIVE MODE,4,15,2,0,21,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4753,Panel,RESPONSIVE MODE,6,12,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4753,Panel,FIRST GRANTS,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4753,Panel,RESPONSIVE MODE,2,10,0,0,16,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4753,Panel,SIGNPOSTING - SYNTHETIC BIOLOGY,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4753,Panel,SIGNPOSTING - WATER ENGINEERING,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4718,Panel,RESPONSIVE MODE,5,26,1,0,16,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4718,Panel,EQUIPMENT,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4718,Panel,FIRST GRANT,0,5,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4718,Panel,STANDARD,5,20,1,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4737,Panel,TARGETED MODE,3,7,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4737,Panel,CORE PROPOSALS,3,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4737,Panel,PLUS PROJECTS,0,7,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4735,Panel,RESPONSIVE MODE,11,46,2,0,19,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4735,Panel,FIRST GRANTS,4,4,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4735,Panel,"NANO SIGNPOST",0,0,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4735,Panel,RESPONSIVE MODE,7,42,1,0,14,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4757,Panel,RESPONSIVE MODE,0,1,0,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4757,Panel,CHEMISTRY PROGRAMME GRANTS (NOVEMBER),0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4728,Panel,TARGETED MODE,6,3,0,0,66,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4728,Panel,BASIC TECHNOLOGY PROGRAMME TRANSLATION GRANTS (CALL 3),6,3,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4754,Panel,RESPONSIVE MODE,7,34,0,0,17,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4754,Panel,FIRST GRANTS,2,7,0,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4754,Panel,NETWORKS,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4754,Panel,RESPONSIVE MODE,4,27,0,0,12,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4755,Panel,RESPONSIVE MODE,2,5,1,0,28,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4755,Panel,FIRST GRANTS,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4755,Panel,RESPONSIVE MODE,1,4,1,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4740,Panel,EPSRC HOST ACTIVITIES MODE,30,12,0,0,71,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4740,Panel,RCUK SCIENCE IN SOCIETY 2009,30,12,0,0,71,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4760,Panel,TARGETED MODE,6,7,1,0,46,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4760,Panel,STRATEGIC JAPANESE-UK COOPERATIVE PROGRAMME CALL RANK LIST,6,7,1,0,46,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4741,Panel,RESPONSIVE MODE,15,55,3,0,21,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4741,Panel,ICT FIRST GRANTS,4,11,1,0,26,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4741,Panel,ICT PROGRAMME SIGNPOSTING,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4741,Panel,ICT RESPONSIVE MODE,10,43,2,0,18,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4741,Panel,NA,NA,NA,NA,NA,NA,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4741,Panel,TARGETED MODE,1,1,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4741,Panel,DISCIPLINE HOPPING AWARDS,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4683,Panel,RESPONSIVE MODE,9,36,2,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4683,Panel,FIRST GRANTS,3,9,1,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4683,Panel,NETWORKS,0,2,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4683,Panel,RESPONSIVE MODE,6,25,1,0,19,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4736,Panel,TARGETED MODE,8,10,0,0,44,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4736,Panel,ENHANCING DAMAGE TOLERANCE PANEL MEETING,8,10,0,0,44,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4776,Panel,TARGETED MODE,2,10,0,0,16,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4776,Panel,ENERGY EQUITY AND SECURITY,2,10,0,0,16,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4758,Panel,RESPONSIVE MODE,10,35,2,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4758,Panel,FIRST GRANTS,1,4,1,0,20,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4758,Panel,RESPONSIVE MODE,9,31,1,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4712,Panel,TARGETED MODE,8,4,0,0,66,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4712,Panel,HPCX COMPLEMENTARY CAPABILITY CHALLENGE,8,4,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4777,Panel,TARGETED MODE,0,8,8,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4777,Panel,STRATEGIC,0,8,8,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4771,Panel,TRAINING MODE,0,21,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4771,Panel,ORGANIC SYNTHETIC CHEMISTRY STUDENTSHIPS RANK LIST,0,21,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4772,Panel,RESPONSIVE MODE,7,24,2,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4772,Panel,FIRST GRANTS,3,6,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4772,Panel,"NANO-SIGNPOST",0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4772,Panel,RESPONSIVE MODE,4,17,2,0,19,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4789,Panel,TARGETED MODE,0,23,9,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4789,Panel,DIGITAL ECONOMY RESEARCH HUBS 2009,0,23,9,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4742,Panel,RESPONSIVE MODE,15,37,1,0,28,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4742,Panel,ICT FIRST GRANTS,4,7,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4742,Panel,ICT RESPONSIVE MODE,9,30,1,0,23,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4742,Panel,ICT SIGNPOSTING,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4803,Panel,TARGETED MODE,5,3,0,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4803,Panel,EPSRC/NPL POSTDOCTORAL RESEARCH,5,3,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4730,Panel,RESPONSIVE MODE,8,17,0,0,32,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4730,Panel,FIRST GRANTS,3,4,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4730,Panel,PHYSICS/LSI SIGNPOST,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4730,Panel,RESPONSIVE MODE,3,12,0,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4730,Panel,SIGNPOST,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4783,Panel,RESPONSIVE MODE,9,12,1,0,42,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4783,Panel,COLLABORATIVE RESEARCH IN ENERGY WITH SOUTH AFRICA,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4783,Panel,FIRST GRANTS,3,5,0,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4783,Panel,RCNDE,3,1,0,0,75,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4783,Panel,RESPONSIVE MODE,2,6,1,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4770,Panel,RESPONSIVE MODE,9,15,1,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4770,Panel,COLLABORATIVE RESEARCH IN ENERGY IN SOUTH AFRICA,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4770,Panel,FIRST GRANTS,3,6,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4770,Panel,RESPONSIVE MODE,4,8,1,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4770,Panel,SIGNPOSTING-WATER ENGINEERING,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4785,Panel,RESPONSIVE MODE,9,20,0,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4785,Panel,FIRST GRANT,2,6,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4785,Panel,STANDARD,7,14,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4782,Panel,RESPONSIVE MODE,4,12,0,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4782,Panel,FIRST GRANTS,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4782,Panel,POST DOCTORAL MOBILITY,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4782,Panel,RESPONSIVE MODE,2,10,0,0,16,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4797,Panel,TARGETED MODE,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4797,Panel,NGS/OMMI PANEL,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4790,Panel,RESPONSIVE MODE,9,21,4,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4790,Panel,FIRST GRANTS,2,4,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4790,Panel,RESPONSIVE MODE,7,17,4,0,29,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4781,Panel,TARGETED MODE,24,79,0,0,23,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4781,Panel,NEXT GENERATION FACILITY USER RANK LIST,24,79,0,0,23,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4812,Panel,RESPONSIVE MODE,3,7,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4812,Panel,FIRST GRANTS,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4812,Panel,RESPONSIVE MODE,2,6,0,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4807,Panel,TARGETED MODE,10,6,0,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4807,Panel,THERMAL MANAGEMENT,10,6,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4811,Panel,TARGETED MODE,2,9,0,0,18,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4811,Panel,STRATEGIC,2,9,0,0,18,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4809,Panel,TARGETED MODE,10,9,0,0,52,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4809,Panel,"NANOTECHNOLOGY GRAND CHALLENGES HEALTHCARE",10,9,0,0,52,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4815,Panel,TARGETED MODE,3,6,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4815,Panel,DIGITAL ECONOMY RESEARCH HUBS,3,6,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4768,Panel,TARGETED MODE,4,11,0,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4768,Panel,BRIDGING THE GAPS 3 - FULL PROPOSALS,4,11,0,0,26,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4814,Panel,TARGETED MODE,4,13,0,0,23,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4814,Panel,ENERGY CHALLENGES FOR COMPLEXITY SCIENCE,4,13,0,0,23,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4808,Panel,RESPONSIVE MODE,4,2,0,0,66,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4808,Panel,MATERIALS PROGRAMME GRANTS,4,2,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4819,Panel,RESPONSIVE MODE,16,29,1,0,35,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4819,Panel,ICT FIRST GRANTS,4,6,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4819,Panel,ICT RESPONSIVE MODE,12,23,1,0,34,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4819,Panel,NA,NA,NA,NA,NA,NA,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4819,Panel,TARGETED MODE,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4819,Panel,ICT DISCIPLINE HOPPING AWARDS,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4816,Panel,TARGETED MODE,4,2,0,0,66,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4816,Panel,CARBON CAPTURE AND STORAGE RANK LIST,4,2,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4774,Panel,RESPONSIVE MODE,14,34,0,0,29,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4774,Panel,FIRST GRANTS,5,9,0,0,35,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4774,Panel,RESPONSIVE MODE,9,25,0,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4821,Panel,RESPONSIVE MODE,0,4,1,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4821,Panel,ICT PROGRAMME GRANTS,0,4,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4779,Panel,TARGETED MODE,6,13,0,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4779,Panel,ARCC FULL PROPOSALS,6,13,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4795,PanelFellowshipV2,SUMMARY,4,4,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4795,PanelFellowshipV2,POSTDOCTORAL RESEARCH FELLOWSHIP,4,4,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4805,Panel,RESPONSIVE MODE,1,1,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4805,Panel,PROGRAMME GRANTS,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4773,Panel,RESPONSIVE MODE,9,27,4,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4773,Panel,FIRST GRANTS,2,3,1,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4773,Panel,RESPONSIVE MODE,7,24,3,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4832,PanelFellowshipV2,SUMMARY,10,9,0,0,52,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4832,PanelFellowshipV2,POSTDOCTORAL RESEARCH FELLOWSHIP,10,9,0,0,52,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4826,PanelFellowshipV2,SUMMARY,5,4,0,0,55,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4826,PanelFellowshipV2,POSTDOCTORAL RESEARCH FELLOWSHIP,5,4,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4813,Panel,TARGETED MODE,6,15,0,0,28,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4813,Panel,COLLABORATIVE RESEARCH WITH CHINA,6,15,0,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4810,Panel,TARGETED MODE,5,22,0,0,18,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4810,Panel,HPC SOFTWARE DEVELOPMENT CALL,5,22,0,0,18,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4825,PanelFellowshipV2,SUMMARY,12,2,0,2,85,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4825,PanelFellowshipV2,POSTDOCTORAL RESEARCH FELLOWSHIP,12,2,0,2,85,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4829,PanelFellowshipV2,SUMMARY,0,0,0,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4829,PanelFellowshipV2,RAENG/EPSRC RESEARCH FELLOWSHIPS,0,0,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4804,Panel,PUBLIC ENGAGEMENT MODE,11,18,3,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4804,Panel,PARTNERSHIPS FOR PUBLIC ENGAGEMENT CALL 13,11,18,3,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4818,Panel,RESPONSIVE MODE,4,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4818,Panel,NEW ENGINEERING PLATFORMS MARCH 2009,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4818,Panel,NEW ICT PLATFORMS MARCH 2009,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4818,Panel,RENEWAL ICT PLATFORMS MARCH 2009,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4835,Panel,RESPONSIVE MODE,6,17,3,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4835,Panel,COLLABORATIVE RESEARCH IN ENERGY WITH SOUTH AFRICA,2,1,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4835,Panel,FIRST GRANTS,2,1,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4835,Panel,RESPONSIVE MODE,2,15,3,0,11,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4847,PanelFellowshipV2,SUMMARY,0,12,0,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4847,PanelFellowshipV2,RAENG/EPSRC RESEARCH FELLOWSHIPS,0,12,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4840,Panel,RESPONSIVE MODE,4,26,3,0,13,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4840,Panel,COLLABORATIVE RESEARCH IN ENERGY WITH SOUTH AFICA,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4840,Panel,FIRST GRANTS,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4840,Panel,RESPONSIVE MODE,2,22,3,0,8,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4840,Panel,SIGNPOSTING- WATER ENGINEERING,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4817,Panel,RESPONSIVE MODE,4,19,2,0,17,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4817,Panel,COLLABORATIVE RESEARCH IN ENERGY WITH SOUTH AFRICA,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4817,Panel,FIRST GRANT,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4817,Panel,STANDARD,3,16,2,0,15,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4828,Panel,RESPONSIVE MODE,4,16,1,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4828,Panel,FIRST GRANTS,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4828,Panel,POST DOCTORAL MOBILITY,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4828,Panel,RESPONSIVE MODE,2,15,1,0,11,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4841,Panel,RESPONSIVE MODE,1,9,1,0,10,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4841,Panel,COLLABORATIVE RESEARCH IN ENERGY WITH SOUTH AFRICA,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4841,Panel,FIRST GRANTS,0,2,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4841,Panel,RESPONSIVE MODE,1,6,1,0,14,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4784,Panel,RESPONSIVE MODE,1,2,1,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4784,Panel,"MEDICAL, MECHANICAL AND MATERIALS ENGINEERING",1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4784,Panel,"PROCESS, ENVIRONMENT AND SUSTAINABILITY",0,1,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4820,Panel,RESPONSIVE MODE,13,44,6,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4820,Panel,ICT FIRST GRANTS,5,6,2,0,45,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4820,Panel,ICT RESPONSIVE MODE,6,35,4,0,14,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4820,Panel,ICT SIGNPOSTING,2,3,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4820,Panel,NA,NA,NA,NA,NA,NA,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4820,Panel,TARGETED MODE,0,1,0,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4820,Panel,ICT DISCIPLINE HOPPING AWARDS,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4844,Panel,TARGETED MODE,17,19,0,0,47,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4844,Panel,DSTL SIGNAL PROCESSING FULL PROPOSALS,17,19,0,0,47,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4786,Panel,RESPONSIVE MODE,7,15,0,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4786,Panel,CRITICAL MASS,0,2,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4786,Panel,FIRST GRANTS,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4786,Panel,NETWORK,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4786,Panel,RESPONSIVE MODE,5,12,0,0,29,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4786,Panel,SIGNPOST,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4822,Panel,RESPONSIVE MODE,11,33,3,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4822,Panel,COLLABORATIVE RESEARCH IN ENERGY WITH SOUTH AFRICA,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4822,Panel,FIRST GRANTS,2,4,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4822,Panel,RESPONSIVE MODE,8,28,3,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4834,Panel,RESPONSIVE MODE,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4834,Panel,VISITING PANEL - PROFESSOR P BARRETT - UNIVERSITY OF SALFORD,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
4843,Panel,RESPONSIVE MODE,21,47,10,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
4843,Panel,FOLLOW ON FUND 6,21,47,10,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
