panel_id,panel_type,funding_priority_list,funded,unfunded,referred_to_a_later_panel,decision_still_awaited,funding_rate_percent_of_grant_value,summary_row,table_type,full_proposals_invited,full_proposals_declined,invited_for_interview,not_invited_for_interview,final_decision_yet_to_be_made,not_funded
1-3D15F,NGBOPanel,STANDARD,2752580,14653172,0,0,15,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3D15F,NGBOPanel,FIRST GRANTS,300232,878106,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3D15F,NGBOPanel,STANDARD RESEARCH,2452347,13775066,0,0,15,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3JHP7,NGBOPanel,STANDARD,0,9573528,2141181,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3JHP7,NGBOPanel,MAIN LIST,1906957,10475470,234224,0,15,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AJ78,NGBOPanel,STANDARD,2479482,2367884,0,0,51,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AJ78,NGBOPanel,INTERVIEW LIST,2479482,2367884,0,0,51,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-35GUJ,NGBOPanel,STANDARD,4618424,11115058,6236104,0,29,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-35GUJ,NGBOPanel,MAIN LIST,10854529,11115058,0,0,49,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3DYLT,NGBOPanel,STANDARD,6274592,2309675,0,0,73,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3DYLT,NGBOPanel,NEW PROPOSALS,1439150,2309675,0,0,38,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3DYLT,NGBOPanel,RENEWAL PROPOSALS,4835442,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364W6,NGBOPanel,STANDARD,2792345,3213121,0,0,46,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364W6,NGBOPanel,FIRST GRANTS,199860,99005,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364W6,NGBOPanel,MAIN LIST,2201503,3114116,0,0,41,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364W6,NGBOPanel,SELF-ASSEMBLY SIGNPOST,390982,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3E07A,NGBOPanel,STANDARD,3923315,10318410,948591,0,27,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3E07A,NGBOPanel,CRITICAL MASS,0,2887453,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3E07A,NGBOPanel,FIRST GRANTS,195612,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3E07A,NGBOPanel,MAIN LIST,3727702,7430957,239165,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3E07A,NGBOPanel,PHYSICS SIGNPOST-MATTER FAR FROM EQUILIBRIUM,709426,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353QT,NGBOPanel,STANDARD,3477219,5043163,0,0,40,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353QT,NGBOPanel,FIRST GRANTS,305121,199923,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353QT,NGBOPanel,MAIN LIST,3172098,3990332,0,0,44,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353QT,NGBOPanel,SIGNPOST,0,852908,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-35FEU,NGBOPanel,STANDARD,2468514,3365104,0,0,42,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-35FEU,NGBOPanel,FIRST GRANT,601517,477405,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-35FEU,NGBOPanel,STANDARD RESPONSIVE,1866997,2887698,0,0,39,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AEJO,NGBOPanel,STANDARD,0,12999397,2069505,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AEJO,NGBOPanel,MAIN LIST,2069505,15461653,0,0,11,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3DXL0,NGBOPanel,STANDARD,905099,959234,0,0,48,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3DXL0,NGBOPanel,PDRF PHYSICS INTERVIEWS,905099,959234,0,0,48,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353T1,NGBOPanel,STANDARD,28707275,29270987,0,0,49,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353T1,NGBOPanel,LIST 1,11900987,10303814,0,0,53,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353T1,NGBOPanel,LIST 2,10934965,4045176,0,0,72,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353T1,NGBOPanel,LIST 3,5871323,14921997,0,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3JHUT,NGBOPanel,STANDARD,1906957,901942,0,0,67,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3JHUT,NGBOPanel,MAIN LIST,1906957,901942,0,0,67,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AWO7,NGBOPanel,STANDARD,5952623,8369533,0,0,41,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AWO7,NGBOPanel,FIRST GRANTS,803150,1073003,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AWO7,NGBOPanel,MAIN LIST,3379481,7296529,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AWO7,NGBOPanel,RCNDE,247405,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3AWO7,NGBOPanel,SYNTHETIC BIOLOGY SIGN POST,1522587,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353TF,NGBOPanel,STANDARD,22907477,30179091,0,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353TF,NGBOPanel,LIST 1,11839804,4904677,0,0,70,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353TF,NGBOPanel,LIST 2,11067673,10369528,0,0,51,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-353TF,NGBOPanel,LIST 3,0,14904886,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-36575,NGBOPanel,STANDARD,1256325,742930,0,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-36575,NGBOPanel,MAIN LIST,1256325,742930,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3FDXT,NGBOPanel,STANDARD,6416783,14212636,0,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3FDXT,NGBOPanel,MAIN LIST,6416783,14212636,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-42CON,NGBOPanel,STANDARD,6049685,9891981,0,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-42CON,NGBOPanel,MAIN LIST,6049685,9891981,0,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3ACCC,NGBOPanel,STANDARD,2069505,2462257,0,0,45,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3ACCC,NGBOPanel,MAIN LIST,2069505,2462257,0,0,45,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-42FSY,NGBOPanel,STANDARD,248895,555078,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-42FSY,NGBOPanel,MAIN LIST,248895,555078,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4MXUL,NGBOPanel,STANDARD,15534654,391034,0,0,97,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4MXUL,NGBOPanel,MAIN LIST,15534654,391034,0,0,97,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3B7B2,NGBOPanel,STANDARD,0,39521661,7245496,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3B7B2,NGBOPanel,SIFT LIST,7245496,53168279,0,0,11,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364SK,NGBOPanel,STANDARD,16507872,8358249,0,0,66,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364SK,NGBOPanel,MAIN LIST,16507872,8358249,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3B4R1,NGBOPanel,STANDARD,2289270,2339313,0,0,49,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3B4R1,NGBOPanel,MAIN LIST,2289270,2339313,0,0,49,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3B7DB,NGBOPanel,STANDARD,5311354,9592848,0,0,35,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3B7DB,NGBOPanel,HPC SOFTWARE DEVELOPMENT 2010-11,5311354,9592848,0,0,35,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364TT,NGBOPanel,STANDARD,4917247,6663882,179599,0,42,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364TT,NGBOPanel,FIRST GRANTS,638484,847190,179599,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364TT,NGBOPanel,MAIN LIST,826428,5816691,0,0,12,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364TT,NGBOPanel,NETWORK,134246,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364TT,NGBOPanel,PROGRAMME GRANTS,3318089,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-46SZQ,NGBOPanel,STANDARD,5930480,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-46SZQ,NGBOPanel,MAIN LIST,5930480,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-46UB7,NGBOPanel,STANDARD,10388043,6105224,0,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-46UB7,NGBOPanel,MAIN LIST,10388043,6105224,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-47XGH,NGBOPanel,STANDARD,4504102,2182770,0,0,67,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-47XGH,NGBOPanel,RESEARCH GRANTS,4504102,2182770,0,0,67,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HPB6,NGBOPanel,STANDARD,3632119,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HPB6,NGBOPanel,MAIN LIST,3632119,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3CYW7,NGBOPanel,STANDARD,7561171,15692709,0,0,32,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3CYW7,NGBOPanel,MAIN LIST,7561171,15692709,0,0,32,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3X7V6,NGBOPanel,STANDARD,331725,738283,0,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3X7V6,NGBOPanel,MAIN LIST,331725,738283,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3S0O1,NGBOPanel,STANDARD,5911461,10051301,0,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3S0O1,NGBOPanel,MAIN LIST,5911461,10051301,0,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3KMTB,NGBOPanel,STANDARD,4877431,11362257,511746,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3KMTB,NGBOPanel,FIRST GRANTS,201074,492870,0,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3KMTB,NGBOPanel,SIGNPOSTING,1162377,576599,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3KMTB,NGBOPanel,STANDARD RESEARCH,3513980,10292789,511746,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3X7UZ,NGBOPanel,STANDARD,3224318,2534842,0,0,55,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3X7UZ,NGBOPanel,MAIN LIST,3224318,2534842,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4ENYC,NGBOPanel,STANDARD,8579677,22606154,0,0,27,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4ENYC,NGBOPanel,MAIN LIST,8579677,22606154,0,0,27,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364OM,NGBOPanel,STANDARD,0,5457727,0,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-364OM,NGBOPanel,MAIN LIST,0,5457727,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3XD7O,NGBOPanel,STANDARD,3968331,5758332,0,0,40,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3XD7O,NGBOPanel,MAIN LIST,3968331,5758332,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3B7BI,NGBOPanel,STANDARD,7245496,13646618,0,0,34,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3B7BI,NGBOPanel,MAIN LIST,7245496,13646618,0,0,34,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4VMCX,NGBOPanel,STANDARD,375071,394950,0,0,48,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4VMCX,NGBOPanel,NOVEL MATERIALS AND NOVEL USE OF MATERIALS IN THE BUILT ENVIRONMENT,224929,131465,0,0,63,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4VMCX,NGBOPanel,RESILIENT AND SUSTAINABLE INFRASTRUCTURE,150142,263485,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4KMM8,NGBOPanel,STANDARD,1463905,3968277,1657718,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4KMM8,NGBOPanel,FIRST GRANT,194928,494944,0,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4KMM8,NGBOPanel,INTERNATIONAL COLLABORATION SABBATICAL,143334,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4KMM8,NGBOPanel,STANDARD,1125643,3473333,0,0,24,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4KMM8,NGBOPanel,SYNTHETIC BIOLOGY,1657718,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HBOB,NGBOPanel,STANDARD,4569256,12096910,1892307,0,27,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HBOB,NGBOPanel,CRITICAL MASS,3956854,2050202,0,0,65,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HBOB,NGBOPanel,FIRST GRANTS,199909,579699,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HBOB,NGBOPanel,MAIN LIST,1183039,9467009,313432,0,11,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HBOB,NGBOPanel,SIGNPOST,808330,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HIR9,NGBOPanel,STANDARD,5778217,10233378,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HIR9,NGBOPanel,CRITICAL MASS,0,5657154,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HIR9,NGBOPanel,FIRST GRANTS,99778,364159,0,0,21,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HIR9,NGBOPanel,MAIN LIST,5281248,4212064,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4HIR9,NGBOPanel,SIGNPOST,397191,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4FXCH,NGBOPanel,STANDARD,3173049,7231713,653681,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4FXCH,NGBOPanel,CRITICAL MASS,0,1730477,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4FXCH,NGBOPanel,FIRST GRANTS,244986,398257,0,0,38,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4FXCH,NGBOPanel,MAIN LIST,3581744,4242778,0,0,45,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4FXCH,NGBOPanel,SELF-ASSEMBLY SIGNPOST,0,860201,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4ESPX,NGBOPanel,STANDARD,5261285,17038283,1481659,0,23,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4ESPX,NGBOPanel,FIRST GRANTS,239090,494107,0,0,32,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4ESPX,NGBOPanel,STANDARD RESEARCH,5022195,16544176,1481659,0,23,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6QN28,NGBOPanel,STANDARD,6531437,13000000,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6QN28,NGBOPanel,MAIN LIST,6531437,13000000,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5X21F,NGBOPanel,STANDARD,2343137,1777656,407146,0,56,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5X21F,NGBOPanel,FIRST GRANTS,680401,446036,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5X21F,NGBOPanel,MAIN LIST,1562922,1284198,407146,0,54,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5X21F,NGBOPanel,NETWORK,99814,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5X21F,NGBOPanel,SMALL GRANTS,0,47422,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YFYT,NGBOPanel,STANDARD,4647768,797311,0,0,85,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YFYT,NGBOPanel,NEW - ICT,1367289,797311,0,0,63,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YFYT,NGBOPanel,NEW - M3E,1200359,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YFYT,NGBOPanel,NEW - PHYSICAL SCIENCES,939833,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YFYT,NGBOPanel,RENEWAL - ICT,1140286,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4U4ZK,NGBOPanel,STANDARD,4355907,8905201,0,0,32,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4U4ZK,NGBOPanel,FIRST GRANT,394442,438865,0,0,47,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4U4ZK,NGBOPanel,STANDARD RESPONSIVE,3961465,8466335,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-74P9V,NGBOPanel,STANDARD,893784,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-74P9V,NGBOPanel,MAIN LIST,893784,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-7KJA6,NGBOPanel,STANDARD,2110179,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-7KJA6,NGBOPanel,MAIN LIST,2110179,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3V16Q,NGBOPanel,STANDARD,5608764,3739321,892726,0,59,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3V16Q,NGBOPanel,CAFS,6501490,3739321,0,0,63,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3FE4D,NGBOPanel,STANDARD,5194856,5918021,0,0,46,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3FE4D,NGBOPanel,CAREER ACCELERATION FELLOWSHIPS,5194856,5918021,0,0,46,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3S0MD,NGBOPanel,STANDARD,5132160,4484555,0,0,53,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3S0MD,NGBOPanel,CAREER ACCELERATION FELLOWSHIPS,3358172,760401,0,0,81,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3S0MD,NGBOPanel,LEADERSHIP FELLOWSHIPS,1773987,3724154,0,0,32,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3E3E4,NGBOPanel,STANDARD,5908270,5768786,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3E3E4,NGBOPanel,LFS 2011 INTERVIEW PANEL E,5908270,5768786,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3S03I,NGBOPanel,STANDARD,4307601,4257884,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3S03I,NGBOPanel,PES CAF LIST,1972599,904126,0,0,68,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3S03I,NGBOPanel,PES LF LIST,2335002,3353758,0,0,41,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3DXP8,NGBOPanel,STANDARD,4336933,6474858,0,0,40,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3DXP8,NGBOPanel,CAREER ACCELERATION FELLOWSHIPS,2349931,1249780,0,0,65,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-3DXP8,NGBOPanel,LEADERSHIP FELLOWSHIPS,1987002,5225078,0,0,27,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-492UP,NGBOPanel,STANDARD,4588361,9200692,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-492UP,NGBOPanel,CAF,2432224,4580036,0,0,34,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-492UP,NGBOPanel,LF,2156138,4620656,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-7ID7R,NGBOPanel,STANDARD,5168211,5698203,0,0,47,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-7ID7R,NGBOPanel,FIRST GRANTS,283497,290876,0,0,49,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-7ID7R,NGBOPanel,MAIN LIST,3226997,5407327,0,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-7ID7R,NGBOPanel,SYNTHETIC BIOLOGY,1657718,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YSJF,NGBOPanel,STANDARD,5488546,12034361,414743,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YSJF,NGBOPanel,FIRST GRANTS,393509,593271,0,0,39,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YSJF,NGBOPanel,STANDARD RESEARCH,5095037,11441090,414743,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-CBHMQ,NGBOPanel,STANDARD,0,17044536,14055976,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-CBHMQ,NGBOPanel,MAIN LIST,14055976,34976921,0,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-A0PGF,NGBOPanel,STANDARD,3051095,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-A0PGF,NGBOPanel,MAIN LIST,3051095,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-9MGDW,NGBOPanel,STANDARD,4936611,6824064,0,0,41,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-9MGDW,NGBOPanel,FIRST GRANTS,391173,494137,0,0,44,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-9MGDW,NGBOPanel,ICS,97153,102721,0,0,48,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-9MGDW,NGBOPanel,MAIN LIST,4448285,6227206,0,0,41,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8XKKZ,NGBOPanel,STANDARD,3520345,4035761,342469,0,46,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8XKKZ,NGBOPanel,FIRST GRANTS,743002,362243,0,0,67,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8XKKZ,NGBOPanel,MAIN LIST,2777342,3673518,342469,0,43,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4ESWN,NGBOPanel,STANDARD,6412377,8210804,293127,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4ESWN,NGBOPanel,FIRST GRANTS,288085,80327,0,0,78,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4ESWN,NGBOPanel,STANDARD RESEARCH,6124292,8130477,293127,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-85U2O,NGBOPanel,STANDARD,13371054,6555452,0,0,67,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-85U2O,NGBOPanel,ICT,3253414,6555452,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-85U2O,NGBOPanel,PHYSICAL SCIENCES,10117640,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8YD27,NGBOPanel,STANDARD,8536633,13835190,0,0,38,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8YD27,NGBOPanel,FIRST GRANTS,373276,479766,0,0,43,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8YD27,NGBOPanel,MAIN LIST,7826652,13355423,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8YD27,NGBOPanel,SIGNPOST,336706,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-9VU68,NGBOPanel,STANDARD,4057131,3799493,88773,0,51,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-9VU68,NGBOPanel,ENERGY,462830,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-9VU68,NGBOPanel,FIRST GRANT,362163,701521,88773,0,34,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-9VU68,NGBOPanel,STANDARD RESPONSIVE,3232138,3097972,0,0,51,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-98PRY,NGBOPanel,STANDARD,5042746,4459584,328133,0,53,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-98PRY,NGBOPanel,FIRST GRANTS,92245,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-98PRY,NGBOPanel,MAIN LIST,4971490,4459584,0,0,52,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-98PRY,NGBOPanel,SIGNPOST,307144,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8GVAV,NGBOPanel,STANDARD,5837347,9202325,0,0,38,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8GVAV,NGBOPanel,FIRST GRANTS,0,280348,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8GVAV,NGBOPanel,MAIN LIST,3522086,8088046,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-8GVAV,NGBOPanel,SELF-ASSEMBLY SIGNPOST,2315261,833930,0,0,73,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-4YFZ2,NGBOPanel,STANDARD,3147841,1147572,0,0,73,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
